Run_ID,Repeat,Outer_Fold,Outer_ID,Feature_Count,Model_Family,Candidate_Number,Inner_Fold,Alpha,Params,Derived_Seed,Inner_Training_Index_Hash,Inner_Validation_Index_Hash,Inner_Primary_Score,Inner_NRMSE,Search_Stage
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,3,1,0.25,"{""model__max_depth"": 10, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.47634234101282874,0.47634234101282874,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,3,2,0.25,"{""model__max_depth"": 10, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.42864964418759927,0.42864964418759927,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,3,3,0.25,"{""model__max_depth"": 10, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.46888604332793804,0.46888604332793804,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,3,4,0.25,"{""model__max_depth"": 10, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.43699001943939725,0.43699001943939725,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,3,5,0.25,"{""model__max_depth"": 10, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.37958949211215537,0.37958949211215537,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,4,1,0.0,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.5822564759723178,0.5822564759723178,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,4,2,0.0,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.5233491955595522,0.5233491955595522,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,4,3,0.0,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.5589418847181643,0.5589418847181643,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,4,4,0.0,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.5198333237043155,0.5198333237043155,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,4,5,0.0,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.56879149369398,0.56879149369398,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,5,1,0.5,"{""model__max_depth"": null, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.4887175514286093,0.4887175514286093,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,5,2,0.5,"{""model__max_depth"": null, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.4262430984929086,0.4262430984929086,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,5,3,0.5,"{""model__max_depth"": null, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.44891602327682695,0.44891602327682695,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,5,4,0.5,"{""model__max_depth"": null, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.44356360131602374,0.44356360131602374,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,5,5,0.5,"{""model__max_depth"": null, ""model__max_features"": 1.0, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 500, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.3744077372650858,0.3744077372650858,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,6,1,1.0,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 1.0, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.5602342277771659,0.5602342277771659,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,6,2,1.0,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 1.0, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.46095135148003036,0.46095135148003036,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,6,3,1.0,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 1.0, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.49276608562441454,0.49276608562441454,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,6,4,1.0,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 1.0, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.45975099279771353,0.45975099279771353,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,6,5,1.0,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 1.0, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.5017602687124221,0.5017602687124221,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,7,1,0.25,"{""model__max_depth"": 6, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.5736576096167924,0.5736576096167924,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,7,2,0.25,"{""model__max_depth"": 6, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.49004990803259174,0.49004990803259174,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,7,3,0.25,"{""model__max_depth"": 6, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.5152616332650061,0.5152616332650061,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,7,4,0.25,"{""model__max_depth"": 6, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.4775084576920594,0.4775084576920594,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,7,5,0.25,"{""model__max_depth"": 6, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 300, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.5323058924693319,0.5323058924693319,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,8,1,0.0,"{""model__max_depth"": 14, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.4766464928769694,0.4766464928769694,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,8,2,0.0,"{""model__max_depth"": 14, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.4418371634698485,0.4418371634698485,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,8,3,0.0,"{""model__max_depth"": 14, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.467193610934326,0.467193610934326,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,8,4,0.0,"{""model__max_depth"": 14, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.4554749388461441,0.4554749388461441,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,8,5,0.0,"{""model__max_depth"": 14, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300, ""selector__alpha"": 0.0, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.39649675913978094,0.39649675913978094,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,9,1,0.5,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.6027020377532125,0.6027020377532125,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,9,2,0.5,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.5154476111926188,0.5154476111926188,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,9,3,0.5,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.5666562014540639,0.5666562014540639,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,9,4,0.5,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.521237798376576,0.521237798376576,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,9,5,0.5,"{""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 4, ""model__n_estimators"": 800, ""selector__alpha"": 0.5, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.5784348345099485,0.5784348345099485,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,10,1,0.25,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.45080177783335523,0.45080177783335523,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,10,2,0.25,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.40491544365887416,0.40491544365887416,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,10,3,0.25,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.41556518765223927,0.41556518765223927,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,10,4,0.25,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,ff59dad4f15ca6423b54f522febfc7595b575efba699f5a710505cb059b813aa,3498d416c0e50ca57ab8c168fdeeff46b99bbbb55cb1dc07a75709d162de5611,-0.39731183681043225,0.39731183681043225,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,10,5,0.25,"{""model__max_depth"": null, ""model__max_features"": 0.7, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 800, ""selector__alpha"": 0.25, ""selector__n_features"": 12}",72043,b73532caf058356af99850fc9cee7a377bdaf0cdc14055fab95af0117ee61de4,07065de2bef741f3cb587e277a0fcb85f93673c30d01852668a7519054b3fc3e,-0.3685206836029038,0.3685206836029038,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,11,1,0.75,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 800, ""selector__alpha"": 0.75, ""selector__n_features"": 12}",72043,63aa6fefba64a6074d0d9ff897ce987281e5ac90c2d08dcb781ac0056c1c5cae,00487d5a1bfc80244f5e1aac4616000df0555f6d828c513709ef326e7a15245b,-0.5904027423333332,0.5904027423333332,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,11,2,0.75,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 800, ""selector__alpha"": 0.75, ""selector__n_features"": 12}",72043,11d650d51b733d713e5f12a34674e439bc73d8ed3458306fb90be98d7ffd8c8e,183aefcb8f2fa4b7904c22725f7dd41376802f4e63953556f751878b9132f13e,-0.5266291333701658,0.5266291333701658,final_k12
final_k12_K12_FINAL_k12_Native_ET_Physics,0,0,K12_FINAL,12,Native_ET_Physics,11,3,0.75,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 800, ""selector__alpha"": 0.75, ""selector__n_features"": 12}",72043,3365a8da0cb673ae6f81d21a9b60c2b001f5fadb6e903ee627a246ac8f56488f,f70281ff9e2d63699ac597b6d7b2efaa1d3c535ba8d5eeee2b64b89b316a06d0,-0.555665214162317,0.555665214162317,final_k12
