Target,Ensemble_Mean_R2,Ensemble_Mean_RMSE,Ensemble_Mean_MAE,Single_Model_R2,Single_Model_RMSE,Single_Model_MAE
YS,0.8189629005617086,51.924457461875534,36.28183750981153,0.8572409056912443,46.10946339572414,31.754510061812883
UTS,0.8084012982215345,45.173449765793755,29.783118645252753,0.8420345913763201,41.01738548011463,27.43745861950517
El,0.8180454705330193,2.696147592788495,1.8254100114550573,0.8261837273787119,2.635162753728036,1.7479163118131957
