Heldout_Condition_ID,Source_Original_Indices,Original_Index,Recommendation_Eligible,Scenario,YS_Weight,UTS_Weight,El_Weight,Uncertainty_Weight,Weight_Sum,Normalized_YS_Component,Normalized_UTS_Component,Normalized_El_Component,NormalizedUncertaintyPenalty,ScenarioScore,ScenarioRank,BaselineRank,RankShift
HTC-016,117,117,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.8904802255926808,0.9102795555911528,0.5121907032502013,1.3886185144518874,0.28730453464646977,21,21,0
HTC-017,180,180,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.42689826363396394,0.5925674429717638,0.43878887676618883,2.2122565095983986,-0.06304260989205868,73,73,0
HTC-018,439;446,439,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.1995133271805282,0.3577706120505118,0.320422565249201,0.13859200672938635,0.2119074126000111,29,29,0
HTC-019,426;433;447,426,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.21479419142646963,0.3735238037008226,0.26428804852326404,0.7771905643636922,0.06794070556202561,52,52,0
HTC-020,428;442,428,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.22312213089071728,0.38059944552716896,0.25285964750308704,0.985986897869147,0.024690794710982678,61,61,0
HTC-021,443,443,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.18525244623190096,0.33523944267404676,0.29682075193550256,1.22071066644909,-0.021315454734427475,66,66,0
HTC-022,437,437,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.19202391363352495,0.33056515162179895,0.313400131553534,0.7801712202171404,0.07384362162905031,50,50,0
HTC-023,287,287,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.6701957758133418,0.7769227284237366,0.6748477088131491,0.904784928164421,0.3784057987397912,9,9,0
HTC-024,289,289,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.7293006658398965,0.8076521294523163,0.629546033638158,0.6402147682150584,0.43116601887069406,5,5,0
HTC-025,290,290,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.7526526551139917,0.8169548949128209,0.6315094871207356,0.6016539032975711,0.4461945241941425,2,2,0
HTC-026,291,291,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.7757328874440838,0.8322315016394674,0.6255858173605405,0.5060720065771306,0.4706128034455004,1,1,0
HTC-027,297,297,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.8179954300833711,0.8345023295625219,0.6240740460122846,0.7129239483192675,0.437544380670239,3,3,0
HTC-028,298,298,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.7978558302784157,0.7924218793610969,0.6192510708368346,0.8060508445660558,0.4045458013494252,8,8,0
HTC-029,299,299,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.8288232610950828,0.807528948626646,0.5956676005621006,0.6539148144284015,0.4347545192835058,4,4,0
HTC-030,302,302,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.8325673270178948,0.7949991303074472,0.6247799957794787,1.0686592638794825,0.3616934370009634,15,15,0
HTC-031,304,304,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.826342195955923,0.7828359096458184,0.6408665135616579,1.076439330548137,0.3628943604353841,13,13,0
HTC-032,312,312,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.8079050635933825,0.7806423913228144,0.597784832504919,1.2218701508203373,0.31244939382113956,20,20,0
HTC-033,317,317,True,Baseline,0.2,0.2,0.4,0.2,1.0,0.7349108918292716,0.699086151339455,0.665440479878567,1.8594196283865891,0.18109167490785427,31,31,0
