Heldout_Condition_ID,Source_Original_Indices,Record_Count,Data_Split,Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Tsol,Tage,tage,Calculated_Al_Balance,Reported_NonAl_Element_Sum,Composition_Total_Exceeds_100,Al_Balance_Nonnegative,Missing_Element_Count,Missing_Element_Columns,Composition_Feasible,Out_of_Range_Feature_Count,Out_of_Range_Features,Out_of_Range_Composition_Count,Out_of_Range_Composition_Variables,Out_of_Range_Processing_Count,Out_of_Range_Processing_Variables,Selected_Feature_Range_Violations,Within_All_Training_Feature_Ranges,Within_All_Training_Raw_Ranges,Pred_YS,Pred_UTS,Pred_El,EnsembleStd_YS,EnsembleStd_UTS,EnsembleStd_El,Lower_YS,Upper_YS,Lower_UTS,Upper_UTS,Lower_El,Upper_El,UncWidth_YS,UncWidth_UTS,UncWidth_El,NormalizedUncWidth_YS,NormalizedUncWidth_UTS,NormalizedUncWidth_El,NormalizedPred_YS,NormalizedPred_UTS,NormalizedPred_El,StrengthScore,DuctilityScore,NormalizedUncertaintyPenalty,PropertyOnlyScore,PropertyOnlyRank,ReliabilityAwareScore,ReliabilityAwareRank,RankShift,KNN_k,KNN_Mean_Distance,KNN_AD_Threshold,Distance_AD_Status,Applicability_Domain_Status,Recommendation_Eligible
HTC-083,396,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,500.0,195.0,7.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,325.8328634062527,402.00050640624966,2.5965281666666717,14.613839399944467,11.112050486557688,0.3113943111983331,255.05921952172883,396.6065072907766,352.72958071511755,451.27143209738176,0.8337650661288014,4.359291267204542,141.54728776904778,98.54185138226421,3.52552620107574,1.1753835070412655,0.9489555436477286,0.4877474080698985,0.3006592589716785,0.35315264803178265,0.034649123200864614,0.3269059535017306,0.034649123200864614,0.8706954862529642,0.14462203068103807,86,-0.029517066569554773,68,18,5,0.5774562213669949,2.6849196546971856,Inside,Inside,True
HTC-004,93,1,Final_Test,0.0,0.0,0.75,0.0,1.76,0.0,2.22,0.0,0.0,0.12,2.59,0.0,0.0,0.0,530.0,170.0,2.0,92.56,7.44,False,True,0,,True,0,,0,,0,,,True,True,356.20482500000014,480.7787562499999,5.02789125000005,22.4950493155614,21.349724954643776,0.3548475753687335,247.2631180691908,465.1465319308095,386.1138955580027,575.4436169419971,3.0191448239386567,7.036637676061444,217.8834138616187,189.3297213839944,4.017492852122787,1.809265123671226,1.8232404421514452,0.5558097185504753,0.3748840023716718,0.557097896638455,0.14381445786918642,0.46599094950506337,0.14381445786918642,1.396105094791049,0.24392216294969993,71,-0.03529885600850985,69,2,5,0.26991590979361313,2.6849196546971856,Inside,Inside,True
HTC-058,57,1,Final_Test,0.4,0.15,0.2,0.05,0.675,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,175.0,8.0,98.475,1.5250000000000001,False,True,0,,True,0,,0,,0,,,True,True,278.5095070000002,341.38762250000025,16.767100250000002,18.616552412808144,18.853553573560387,1.8306999448432648,188.35104729824542,368.667966701755,257.79080678024195,424.98443821975854,6.403743859506754,27.13045664049325,180.3169194035096,167.1936314395166,20.726712780986496,1.4973196339387556,1.610070454244381,2.867486967945588,0.18500772374770266,0.19623484773099187,0.6708910956658845,0.19062128573934728,0.6708910956658845,1.9916256853762417,0.3446049525620927,52,-0.05372018451315563,70,-18,5,1.5641059835275946,2.6849196546971856,Inside,Inside,True
HTC-059,56,1,Final_Test,0.4,0.15,0.2,0.05,0.675,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,180.0,6.0,98.475,1.5250000000000001,False,True,0,,True,0,,0,,0,,,True,True,277.90714807142876,341.23102477678583,16.700313263392864,19.21301160853662,19.234241879744026,1.807788121513315,184.86008466150602,370.95421148135154,255.9462338942736,426.515815659298,6.466657750477131,26.933968776308596,186.0941268198455,170.56958176502442,20.467311025831464,1.5452925369942856,1.642580770739679,2.8315994077603754,0.18353564441657658,0.19582943936439895,0.6678924387419415,0.18968254189048778,0.6678924387419415,2.00649090516478,0.3430299922529717,53,-0.0582681887799843,71,-18,5,1.541070629193806,2.6849196546971856,Inside,Inside,True
HTC-085,400,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,505.0,160.0,7.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,342.44646141667,420.13045229166653,2.3349278333333503,11.707621928604567,14.571776064471234,0.6793559202739183,285.7473940070749,399.1455288262651,355.5190741868333,484.7418303964998,-1.5108184905236697,6.180674157190371,113.3981348191902,129.2227562096665,7.691492647714041,0.941637946558124,1.2444118833825015,1.0640980634228476,0.3412605235777724,0.4000883990564698,0.022903576789703256,0.3706744613171211,0.022903576789703256,1.0833826311211576,0.15743121524272974,84,-0.05924531098150179,72,12,5,0.32677255430327073,2.6849196546971856,Inside,Inside,True
HTC-017,180,1,Final_Test,0.0,0.0,4.09,0.0,0.7,0.0,0.39,0.0,0.0,0.14,0.98,0.0,0.0,0.0,500.0,25.0,0.0,93.7,6.299999999999999,False,True,0,,True,0,,0,,0,,,True,True,377.48849770833345,494.47963333333325,11.597650000000067,29.78075234648451,19.68284656752737,1.6347908990102469,233.26271947398513,521.7142759426818,407.20572547881716,581.7535411878494,2.3433094570889335,20.851990542911203,288.4515564686966,174.5478157090322,18.508681085822268,2.3952504311271343,1.6808910632919174,2.5606280343761436,0.42689826363396394,0.5925674429717638,0.43878887676618883,0.5097328533028639,0.43878887676618883,2.2122565095983986,0.37940869202762106,47,-0.06304260989205868,73,-26,5,0.9052160473103857,2.6849196546971856,Inside,Inside,True
HTC-086,401,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,510.0,160.0,6.5,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,334.7580021875019,434.7989458333333,2.417632135416678,11.41119783152264,18.840780320995165,0.6295075343000405,279.4944927375346,390.02151163746925,351.2587668232597,518.3391248434068,-1.145928902986293,5.9811931738196495,110.52701889993466,167.08035802014712,7.127122076805943,0.9177967105197283,1.6089796340725373,0.9860188583761342,0.32247102551835855,0.43806296142583073,0.026616902404180603,0.38026699347209464,0.026616902404180603,1.1709317343228,0.1627535583505101,83,-0.07143278851404991,74,9,5,0.3607880216785884,2.6849196546971856,Inside,Inside,True
HTC-084,398,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,500.0,195.0,7.6,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,323.4768160312532,392.0250807812497,2.617983729166668,17.978255056696366,14.436886169889947,0.30790085234199693,236.40957886908285,410.5440531934235,328.0118056075054,456.038355954994,0.8749966487614012,4.360970809571935,174.13447432434066,128.02655034748864,3.4859741608105335,1.4459817093922944,1.2328924510972876,0.48227548585943686,0.2949014151357516,0.32732774505306556,0.03561245265044976,0.31111458009440857,0.03561245265044976,1.0537165487830062,0.13869081309794334,87,-0.07205249665865793,75,12,5,0.5774604976363824,2.6849196546971856,Inside,Inside,True
HTC-035,368,1,Final_Test,0.02,0.04,1.79,0.0,1.5,0.0,7.41,0.0,0.04,0.09,0.0,0.0,0.0,0.0,480.0,150.0,8.0,89.11,10.889999999999999,False,True,0,,True,0,,0,,0,,,True,True,457.7061025,534.1087593749999,15.428801875000042,39.718278572531574,10.43759628210711,3.061342092706064,265.3536874191582,650.0585175808418,487.828369319019,580.3891494309808,-1.9010610332454139,32.7586647832455,384.7048301616836,92.56078011196178,34.65972581649091,3.194520499671712,0.8913579781535694,4.795083192474509,0.6229386515241316,0.6951613947117825,0.6108030771406358,0.659050023117957,0.6108030771406358,2.9603205567665967,0.5079412401034371,28,-0.08412287124988227,76,-48,5,0.7676413610317009,2.6849196546971856,Inside,Inside,True
HTC-054,42,1,Final_Test,0.2,0.3,6.3,0.3,0.02,0.0,0.1,0.1,0.06,0.175,0.0,0.0,0.0,0.0,535.0,25.0,0.0,92.44500000000001,7.554999999999999,False,True,0,,True,0,,0,,0,,,True,True,212.60827562500018,381.54165086309365,20.866401994047585,28.064939741518405,15.80495426723972,2.547125196151733,76.6920392482019,348.5245120017985,311.46235019875144,451.62095152743586,6.447454633108283,35.28534935498689,271.83247275359656,140.15860132868443,28.83789472187861,2.257248515239219,1.3497237960835127,3.9896479568062984,0.02395451111753906,0.3001876940218534,0.8549449088799391,0.16207110256969623,0.8549449088799391,2.53220675604301,0.4068064045798542,40,-0.09963494662874783,77,-37,5,2.20471752401881,2.6849196546971856,Inside,Inside,True
HTC-045,76,1,Final_Test,0.08,0.16,0.34,0.33,1.91,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,25.0,0.0,91.79,8.209999999999999,False,True,0,,True,0,,0,,0,,,True,True,301.07358749999867,441.37015624999776,22.497072499999966,36.559675507414624,20.139544012124357,3.0446861978613544,124.01803193925215,478.12914306074515,352.0712480714606,530.669064428535,5.261496464828191,39.73264853517174,354.11111112149297,178.59781635707435,34.47115207034355,2.940475697078485,1.7198924673940958,4.768994503675276,0.2401511190795987,0.4550748542354768,0.928160091234357,0.34761298665753776,0.928160091234357,3.143120889382619,0.510309231156758,27,-0.11831494671976583,78,-51,5,1.7500796797044273,2.6849196546971856,Inside,Inside,True
HTC-047,338,1,Final_Test,0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,470.0,120.0,24.0,91.518,8.482000000000001,False,True,0,,True,0,,0,,0,,,True,True,374.0856399999999,464.3875824999999,13.773037499999967,50.9561721699639,32.397036440718395,1.2515830449164596,127.30901392532257,620.8622660746772,320.7388494357713,608.0363155642285,6.68798720757669,20.858087792423245,493.55325214935465,287.29746612845724,14.170100584846555,4.098378439927864,2.7666673533557544,1.9603966722016652,0.4185821646079549,0.5146635697521728,0.5364612096639945,0.46662286718006385,0.5364612096639945,2.9418141551617616,0.40123363073762336,42,-0.18712920029472896,79,-37,5,1.2965307642812889,2.6849196546971856,Inside,Inside,True
HTC-062,33,1,Final_Test,0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,25.0,0.0,92.2,7.799999999999999,False,True,0,,True,0,,0,,0,,,True,True,309.02353312500037,442.13577875000055,15.25893937500002,22.22943401639264,14.29934430300481,3.7286469741428068,201.36817963398994,416.6788866160108,378.7323653749239,505.5391921250772,-5.848450423519969,36.36632917352001,215.31070698202086,126.80682675015328,42.21477959703998,1.7879018232336734,1.2211465436156097,5.840305292417238,0.2595796526051096,0.45705693775994743,0.6031764512420974,0.35831829518252856,0.6031764512420974,2.9497845530888402,0.3845978985698504,45,-0.20535901204791773,80,-35,5,1.8663609403491193,2.6849196546971856,Inside,Inside,True
HTC-067,244,1,Final_Test,0.6,0.7,0.275,0.15,1.0,0.195,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,530.0,160.0,18.0,96.68,3.32,False,True,0,,True,0,,0,,0,,,True,True,275.7173186830358,322.9585437574412,16.273736123511906,33.24813192763913,23.960116719400652,2.088999082050615,114.69930120168183,436.73533616438976,216.71918394793886,429.1979035669435,4.448181622861462,28.09929062416235,322.03603496270796,212.47871961900466,23.65110900130089,2.6741299683942197,2.0461647113514267,3.2720696019343887,0.1781840136389091,0.14852468593890017,0.6487396283056175,0.16335434978890462,0.6487396283056175,2.664121427226678,0.32483759123780886,56,-0.2079866942075268,81,-25,5,2.392324298147936,2.6849196546971856,Inside,Inside,True
HTC-065,355,1,Final_Test,0.5,0.5,4.5,0.58,1.5,0.01,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,500.0,180.0,2.0,92.01,7.99,False,True,0,,True,0,,0,,0,,,True,True,357.5171836874956,457.6946249999999,20.331105968750045,11.738269501242721,19.246914050677272,5.392582264618487,300.66969255905616,414.3646748159351,372.3536456046123,543.0356043953875,-10.19560695822587,50.857818895725956,113.69498225687892,170.68195879077518,61.05342585395182,0.9441029148939079,1.643662958663581,8.446583152599008,0.37809121987480987,0.49733649173306543,0.830910748721468,0.4377138558039376,0.830910748721468,3.6781163420521654,0.5074498418101623,29,-0.22817342660027085,82,-53,5,1.0222636921186876,2.6849196546971856,Inside,Inside,True
HTC-055,19,1,Final_Test,0.2,0.5,4.1,0.6,1.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,20.0,93.2,6.8,False,True,0,,True,0,,0,,0,,,True,True,366.6274358333333,527.3708183333333,18.881517916666667,23.446379864498194,46.66290447919973,3.6838174118149736,253.0785118941651,480.17635977250154,320.467105977816,734.2745306888506,-1.9720975099230316,39.735133343256365,227.09784787833644,413.8074247110346,41.7072308531794,1.8857801451928065,3.9849550640044367,5.77008723980098,0.4003553770892471,0.6777178609500484,0.7658259549604595,0.5390366190196477,0.7658259549604595,3.8802741496660746,0.5219450295920429,24,-0.25410980034117203,83,-59,5,1.2461678816907575,2.6849196546971856,Inside,Inside,True
HTC-011,153,1,Final_Test,0.0,0.0,1.22,0.0,0.61,0.0,0.0,0.0,0.0,0.08,2.49,0.0,0.0,0.0,525.0,25.0,1440.0,95.6,4.4,False,True,0,,True,0,,0,,0,,,True,True,202.80634895833342,342.97399270833336,19.136029791666676,31.861332640233147,41.84821014509725,3.4492614077200234,48.50448841239739,357.10820950426944,157.41867566784506,528.5293097488217,-0.3897943398311554,38.66185392316451,308.60372109187205,371.11063408097664,39.05164826299566,2.562590422606932,3.5737860470231673,5.402694274494852,0.0,0.20034172579901716,0.7772532379532352,0.10017086289950858,0.7772532379532352,3.8463569147083168,0.35096964034109757,50,-0.41830174260056585,84,-34,5,5.128134330234131,2.6849196546971856,Outside,Outside,False
HTC-071,248,1,Final_Test,0.8,0.456,0.321,0.212,0.91,0.021,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,200.0,1.5,97.102,2.898,False,True,0,,True,0,,0,,0,,,True,True,212.45485906249854,296.8389581249982,16.852794218750024,54.509620036173885,23.312915415071544,3.1984825800377465,-51.53082801186599,476.4405461368631,193.46929436148503,400.2086218885114,-1.2534033051292823,34.95899174262933,527.9713741487291,206.73932752702638,36.21239504775861,4.3841804046211434,1.9908945102495326,5.009890954478838,0.023579582914438176,0.08090493815474124,0.6747386537874084,0.05224226053458971,0.6747386537874084,3.7949886231165046,0.29079236572879924,61,-0.4682053588945017,85,-24,5,0.9053936102074862,2.6849196546971856,Inside,Inside,True
HTC-066,340,1,Final_Test,0.6,0.4,0.3,0.12,1.01,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,190.0,1.0,97.19,2.8099999999999996,False,True,0,,True,0,,0,,0,,,True,True,301.46731531249986,367.1893187499998,9.808454218749963,32.71894446131772,60.950288269139946,4.619807707097717,143.01210998741604,459.9225206375837,96.93522607962507,637.4434114203746,-16.343681581096938,35.96059001859687,316.9104106501677,540.5081853407495,52.304271599693806,2.63156769556509,5.205080193555145,7.236160348475194,0.24111333371174015,0.2630316268751971,0.3584560965301998,0.2520724802934686,0.3584560965301998,5.024269412531809,0.24421143072946738,70,-0.7606424517768944,86,-16,5,1.1615804206970295,2.6849196546971856,Inside,Inside,True
HTC-010,204,1,Final_Test,0.0,0.0,1.2,0.0,2.0,0.0,0.0,0.0,0.0,0.12,2.5,0.0,0.0,0.0,500.0,160.0,36.0,94.18,5.82,False,True,0,,True,0,,0,,0,,,True,True,312.47135000000003,425.45188750000244,11.705897499999994,86.12592530896256,60.126817923615754,3.0139957777016346,-104.62954982250045,729.5722498225005,158.84906929204504,692.0547057079598,-5.355944023927753,28.76773902392774,834.2017996450008,533.2056364159148,34.123683047855494,6.927063402632602,5.134756831574675,4.720923065416948,0.2680056254237273,0.4138648085179763,0.4436490618391234,0.34093521697085183,0.4436490618391234,5.594247766541408,0.3138337115239901,58,-0.8050158417842915,87,-29,5,1.310194695190089,2.6849196546971856,Inside,Inside,True
