Heldout_Condition_ID,Source_Original_Indices,Record_Count,Data_Split,Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Tsol,Tage,tage,Calculated_Al_Balance,Reported_NonAl_Element_Sum,Composition_Total_Exceeds_100,Al_Balance_Nonnegative,Missing_Element_Count,Missing_Element_Columns,Composition_Feasible,Out_of_Range_Feature_Count,Out_of_Range_Features,Out_of_Range_Composition_Count,Out_of_Range_Composition_Variables,Out_of_Range_Processing_Count,Out_of_Range_Processing_Variables,Selected_Feature_Range_Violations,Within_All_Training_Feature_Ranges,Within_All_Training_Raw_Ranges,Pred_YS,Pred_UTS,Pred_El,EnsembleStd_YS,EnsembleStd_UTS,EnsembleStd_El,Lower_YS,Upper_YS,Lower_UTS,Upper_UTS,Lower_El,Upper_El,UncWidth_YS,UncWidth_UTS,UncWidth_El,NormalizedUncWidth_YS,NormalizedUncWidth_UTS,NormalizedUncWidth_El,NormalizedPred_YS,NormalizedPred_UTS,NormalizedPred_El,StrengthScore,DuctilityScore,NormalizedUncertaintyPenalty,PropertyOnlyScore,PropertyOnlyRank,ReliabilityAwareScore,ReliabilityAwareRank,RankShift,KNN_k,KNN_Mean_Distance,KNN_AD_Threshold,Distance_AD_Status,Applicability_Domain_Status,Recommendation_Eligible
HTC-007,79,1,Final_Test,0.0,0.0,0.75,0.0,1.76,0.0,2.22,0.0,0.0,0.12,2.59,0.0,0.0,0.0,530.0,185.0,16.0,92.56,7.44,False,True,0,,True,0,,0,,0,,,True,True,386.76944375,506.44185625,4.741222500000024,6.354942008523953,4.960718089412374,0.3223291514916244,355.99297285079496,417.54591464920503,484.44599032709783,528.4377221729021,2.916558678520581,6.565886321479468,61.552941798410075,43.99173184580428,3.649327642958887,0.5111246830654044,0.4236392682313037,0.5048750165316924,0.4495795723905804,0.6235358705703312,0.13094336911768734,0.5365577214804558,0.13094336911768734,0.4798796559428002,0.2670004362392573,68,0.17102450505069725,33,35,5,0.38602021299249134,2.6849196546971856,Inside,Inside,True
HTC-038,39,1,Final_Test,0.04,0.3,4.65,0.9,1.65,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,120.0,18.0,92.45,7.550000000000001,False,True,0,,True,0,,0,,0,,,True,True,361.41086060267867,466.2061891741072,13.827134508928562,15.04414400299278,12.170418486886408,0.8545114038327181,288.5532862818254,434.2684349235319,412.24245083654023,520.1699275116741,8.989855577520661,18.664413440336464,145.7151486417065,107.9274766751339,9.674557862815803,1.2099926825795402,1.0393388785185005,1.3384499937543621,0.3876068110564949,0.5193716737149315,0.5388901015578983,0.4534892423857132,0.5388901015578983,1.1959271849508009,0.3969517375774446,44,0.15776630058728444,34,10,5,1.8289809313993803,2.6849196546971856,Inside,Inside,True
HTC-050,234,1,Final_Test,0.175,1.1,2.3,0.0,1.55,0.0,0.1,0.0,0.07,0.0,0.0,1.05,0.0,0.0,530.0,200.0,20.0,93.655,6.345000000000001,False,True,0,,True,1,Fe,1,Fe,0,,Fe,False,False,314.73661881249984,393.19058900297676,13.143283480654773,8.469262697055699,10.359637479827995,0.6850478229178686,273.7206635950258,355.75257402997386,347.25586893429966,439.1253090716539,9.265316029854919,17.021250931454627,82.03191043494803,91.86944013735422,7.7559349015997086,0.6811783969583639,0.8847003916332578,1.0730134821462503,0.27354161939701155,0.33034507362414584,0.5081859969852337,0.3019433465105787,0.5081859969852337,0.8796307569126239,0.32405173739832493,57,0.14812558601580014,35,22,5,3.214757144870416,2.6849196546971856,Outside,Outside,False
HTC-073,11,1,Final_Test,0.81,0.27,4.27,0.74,0.52,0.02,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0,500.0,170.0,12.0,93.26,6.739999999999999,False,True,0,,True,0,,0,,0,,,True,True,389.81512208035724,464.2401389285713,11.101057308035715,13.197672839396557,6.4097412745107905,1.0174451058895313,325.89985846304677,453.7303856976677,435.819291972706,492.66098588443657,5.341431698260325,16.860682917811104,127.83052723462094,56.841693911730545,11.519251219550778,1.0614819667411388,0.5473840788582173,1.5936585362853202,0.45702277594698903,0.5142818601319399,0.4164924506241052,0.48565231803946446,0.4164924506241052,1.0675081939615587,0.3608579074654279,49,0.14735626867311613,36,13,5,1.2150236159096726,2.6849196546971856,Inside,Inside,True
HTC-060,332,1,Final_Test,0.4,0.35,0.1,0.1,0.675,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,525.0,175.0,48.0,98.075,1.925,False,True,0,,True,0,,0,,0,,,True,True,234.18968749999908,265.58768125000046,16.91218749999991,8.580658813777605,8.174099011239363,0.46219434690313815,192.63424988684267,275.7451251131555,229.34365719771563,301.8317053022853,14.295764841775647,19.528610158224172,83.11087522631283,72.48804810456966,5.232845316448525,0.6901379287193513,0.698058075144052,0.72395058052602,0.07669640444856234,0.0,0.6774053420616272,0.03834820222428117,0.6774053420616272,0.704048861463141,0.28630141771436335,63,0.14549164542173512,37,26,5,0.3010026528885007,2.6849196546971856,Inside,Inside,True
HTC-070,423,1,Final_Test,0.8,0.0,4.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,177.0,10.0,93.6,6.4,False,True,0,,True,0,,0,,0,,,True,True,399.17848770535716,470.96711330357147,11.85790345386906,13.067255548885944,16.900232302924717,0.7406009583632892,335.8948244920241,462.4621509186902,396.0313405844918,545.9028860226512,7.665456866437814,16.050350041300305,126.56732642666611,149.8715454381594,8.38489317486249,1.0509925718600877,1.4432592029034188,1.1600282283349002,0.47990550641307167,0.5316970028141046,0.4504739498780354,0.5058012546135882,0.4504739498780354,1.2180933343661355,0.38251008179664947,46,0.13889141492342236,38,8,5,0.2630974380581076,2.6849196546971856,Inside,Inside,True
HTC-008,82,1,Final_Test,0.0,0.0,0.75,0.0,1.76,0.0,2.22,0.0,0.0,0.12,2.59,0.0,0.0,0.0,530.0,185.0,48.0,92.56,7.44,False,True,0,,True,0,,0,,0,,,True,True,398.20203125,515.4581312500001,4.615596875000039,9.216137168789285,8.335998385596204,0.3884801786981654,353.5690232918927,442.83503920810733,478.4962440053325,552.4200184946676,2.4164606181414765,6.814733131858601,89.26601591621466,73.92377448933507,4.398272513717124,0.7412491224727311,0.7118840840212272,0.6084895973531633,0.4775191860690122,0.646877674304589,0.1253029267296098,0.5621984301868006,0.1253029267296098,0.6872076012823739,0.27500054276656416,65,0.13755902251008936,39,26,5,0.47551066671371833,2.6849196546971856,Inside,Inside,True
HTC-012,90,1,Final_Test,0.0,0.0,1.24,0.0,0.7,0.0,0.0,0.0,0.0,0.12,2.49,0.0,0.0,0.0,530.0,185.0,8.0,95.45,4.550000000000001,False,True,0,,True,0,,0,,0,,,True,True,351.2559120833333,452.40893333333344,3.740997291666672,7.206575572560786,4.7335625110034725,0.12949833120069357,316.35504862099145,386.1567755456752,431.42027716236487,473.397589504302,3.007923879887743,4.474070703445601,69.80172692468375,41.977312341937136,1.4661468235578576,0.5796211279168859,0.40424045921145524,0.2028376112541893,0.3627895648683619,0.48365261701949136,0.08603443702116813,0.4232210909439266,0.08603443702116813,0.39556639946084343,0.2037022111860379,78,0.1245889312938692,40,38,5,0.1472132896293293,2.6849196546971856,Inside,Inside,True
HTC-006,78,1,Final_Test,0.0,0.0,0.75,0.0,1.76,0.0,2.22,0.0,0.0,0.12,2.59,0.0,0.0,0.0,530.0,170.0,72.0,92.56,7.44,False,True,0,,True,0,,0,,0,,,True,True,403.42925625,520.8192687500001,4.3334112500000534,11.839216000605983,10.005820038452567,0.37287452760569173,346.09288937871753,460.76562312128243,476.45337820271834,565.1851592972819,2.22261657175416,6.444205928245947,114.6727337425649,88.73178109456353,4.221589356491787,0.9522219893627561,0.8544848141809698,0.5840459406984575,0.4902937786194948,0.6607568671328211,0.11263312500280243,0.575525322876158,0.11263312500280243,0.7969175814140611,0.27526337915158416,64,0.11587986286877194,41,23,5,0.5177786435486735,2.6849196546971856,Inside,Inside,True
HTC-005,77,1,Final_Test,0.0,0.0,0.75,0.0,1.76,0.0,2.22,0.0,0.0,0.12,2.59,0.0,0.0,0.0,530.0,170.0,48.0,92.56,7.44,False,True,0,,True,0,,0,,0,,,True,True,403.73528125,521.52476875,4.263896875000053,11.808633854431175,10.027883988901111,0.3665917566144625,346.5470212424845,460.9235412575155,477.06104646020236,565.9884910397977,2.1886681532232712,6.339125596776834,114.37652001503102,88.92744457959537,4.150457443553563,0.9497622832434088,0.8563690486073166,0.5742050249917223,0.49104166008341915,0.662583302388458,0.10951201155695277,0.5768124812359385,0.10951201155695277,0.793445452280816,0.2745297971171565,66,0.11584070666099333,42,24,5,0.3810534411728722,2.6849196546971856,Inside,Inside,True
HTC-076,417,1,Final_Test,1.2,0.18,0.06,0.86,0.97,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,175.0,6.0,96.57,3.4299999999999997,False,True,0,,True,0,,0,,0,,,True,True,343.60278747023807,392.09245511904766,16.95412245535714,18.0772555545685,18.900166037089367,0.89463305532195,256.05609889326536,431.1494760472108,308.2889593425772,475.8959508955181,11.889720028229444,22.018524882484837,175.09337715394543,167.60699155294094,10.128804854255392,1.4539442679727994,1.6140511017119756,1.4012938871370308,0.34408641957227043,0.32750216725842257,0.6792881720952217,0.3357942934153465,0.6792881720952217,1.4897630856072688,0.40603298620422734,41,0.10808036908277358,43,-2,5,1.1430210066138171,2.6849196546971856,Inside,Inside,True
HTC-072,15,1,Final_Test,0.81,0.27,4.27,0.74,0.52,0.02,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0,500.0,140.0,96.0,93.26,6.739999999999999,False,True,0,,True,0,,0,,0,,,True,True,380.8251479880953,468.78345467261914,12.144927211309517,15.247348797995125,10.35276352570945,1.2619303663864012,306.98346925814764,454.66682671804296,422.87921377452216,514.6876955707162,5.001302066247874,19.28855235637116,147.68335745989532,91.80848179619403,14.287250290123286,1.2263363386097916,0.8841133643452161,1.9766040301522154,0.4350525611450547,0.526043833274987,0.46336097804488136,0.48054819721002084,0.46336097804488136,1.3623512443690746,0.3775636701019609,48,0.10509342122814597,44,4,5,1.4188856000516137,2.6849196546971856,Inside,Inside,True
HTC-064,25,1,Final_Test,0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,495.0,260.0,0.5,92.0,7.999999999999999,False,True,0,,True,0,,0,,0,,,True,True,332.6361175625,420.8068628125,6.719327625000004,10.160125683527621,4.154497877435024,0.4655403269314606,283.4314494746318,381.84078565036816,402.3857841142717,439.22794151072833,4.083963805272326,9.354691444727681,98.40933617573637,36.84215739645663,5.270727639455355,0.8171736280003327,0.35478904659185395,0.7291915016834376,0.3172854420541814,0.4018395259487931,0.21975795607098297,0.35956248400148727,0.21975795607098297,0.6337180587585415,0.2317281760289881,73,0.10498456427727978,45,28,5,1.5671297265327744,2.6849196546971856,Inside,Inside,True
HTC-078,370,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,474.5,172.7,8.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,370.52716633333296,417.1636489583335,2.315698291666664,6.090621056241345,3.88223419860356,0.09552538808446935,341.0307804565032,400.02355221016273,399.94978971003974,434.3775082066273,1.7749413303338866,2.8564552529994414,58.992771753659554,34.427718496587545,1.0815139226655548,0.4898654862750659,0.3315380608767442,0.1496246467862516,0.4098857623690438,0.39240778359999795,0.02204019304995992,0.40114677298452084,0.02204019304995992,0.32367606464602056,0.16927478641379232,82,0.1045395734845882,46,36,5,0.23129230305304116,2.6849196546971856,Inside,Inside,True
HTC-082,390,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,485.0,170.4,8.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,382.5811385416681,425.52275291666575,2.118786770833343,5.4333941917961415,7.951486398239942,0.17414529020698807,356.26764928432186,408.89462779901436,390.26579506934473,460.77971076398677,1.1329726809821379,3.104600860684548,52.626978514692496,70.51391569464204,1.9716281797024102,0.4370050712134583,0.6790472298228261,0.27276964614076427,0.43934395167146,0.4140482686106755,0.013199098020110663,0.4266961101410678,0.013199098020110663,0.4629406490590162,0.17595808326447138,80,0.08336995345266812,47,33,5,0.09131584634527952,2.6849196546971856,Inside,Inside,True
HTC-002,165,1,Final_Test,0.0,0.0,0.19,0.0,2.55,0.0,6.98,0.0,0.0,0.29,0.0,0.0,0.0,0.27,470.0,25.0,0.0,89.72,10.28,False,True,0,,True,0,,0,,0,,,True,True,322.82679374999884,476.71099374999784,17.77846812499998,25.606820638827337,14.382554830983155,1.5082708877869184,198.81502964222108,446.8385578577766,412.9386241915407,540.483363308455,9.240341051897344,26.31659519810261,248.02352821555553,127.54473911691423,17.076254146205265,2.059543273611883,1.2282526210978322,2.362455481627987,0.29331285336698143,0.5465670605767088,0.7163003203530487,0.4199399569718451,0.7163003203530487,1.8834171254459007,0.4544961109299575,37,0.07781268584077733,48,-11,5,2.026541747838864,2.6849196546971856,Inside,Inside,True
HTC-034,70,1,Final_Test,0.01,0.02,1.42,0.01,2.19,0.19,5.37,0.0,0.01,0.0,0.0,0.0,0.0,0.0,470.0,175.0,24.0,90.78,9.22,False,True,0,,True,0,,0,,0,,,True,True,494.781536875,563.2985206250002,15.820766875000004,32.2765442454136,27.71111864232949,1.352772194234731,338.4688400623286,651.0942336876714,440.42718662952984,686.1698546204705,8.162897855804067,23.47863589419594,312.6253936253428,245.74266799094062,15.315738038391872,2.5959856761724756,2.3664956952773264,2.1188926432099158,0.7135457265539575,0.7707293735220277,0.6284018433210457,0.7421375500379926,0.6284018433210457,2.3604580048865724,0.5482157573436154,20,0.07612415636630088,49,-29,5,1.1515520430844468,2.6849196546971856,Inside,Inside,True
HTC-022,437,1,Final_Test,0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,29.0,92.87,7.13,False,True,0,,True,0,,0,,0,,,True,True,281.3804559583317,393.2755988750021,8.804954250000124,8.17237917746639,9.790011860689072,0.5408543500882297,241.8022836465806,320.9586282700828,349.86660360941636,436.6845941405879,5.743247456312915,11.866661043687333,79.15634462350218,86.81799053117152,6.123413587374419,0.6573002098065203,0.8360550593200984,0.8471583915248025,0.19202391363352495,0.33056515162179895,0.313400131553534,0.26129453262766195,0.313400131553534,0.7801712202171404,0.2298778656724784,74,0.07384362162905031,50,24,5,0.010105604653330954,2.6849196546971856,Inside,Inside,True
HTC-046,336,1,Final_Test,0.082,0.35,0.12,0.3,2.3,0.0,5.2,0.0,0.0,0.13,0.0,0.0,0.0,0.0,470.0,25.0,0.0,91.518,8.482000000000001,False,True,0,,True,0,,0,,0,,,True,True,292.43897687499896,441.08535562499793,19.671554374999893,16.45027899469428,10.337896403394216,2.2775641513521285,212.77160436459326,372.10634938540466,395.24703567273014,486.9236755772657,6.778557330966118,32.56455141903367,159.3347450208114,91.67663990453559,25.785994088067554,1.323087389012053,0.8828437302535149,3.5674254178349467,0.21904936192041016,0.45433754749936456,0.8012976600979257,0.3366934547098874,0.8012976600979257,1.924452179033505,0.45519644592312525,36,0.07030601011642423,51,-15,5,2.0153879281834595,2.6849196546971856,Inside,Inside,True
HTC-019,426;433;447,3,Final_Test,0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,23.0,92.87,7.13,False,True,0,,True,0,,0,,0,,,True,True,290.6978071666666,409.86930453646045,7.71111520312499,6.586484459054068,8.209655040982563,0.702742757857804,258.7999948815136,322.59561945181963,373.46762474818956,446.27098432473133,3.7329790072481503,11.68925139900183,63.79562457030602,72.80335957654177,7.956272391753679,0.5297475219990126,0.7010945166671866,1.100729654424877,0.21479419142646963,0.3735238037008226,0.26428804852326404,0.2941589975636461,0.26428804852326404,0.7771905643636922,0.22337881843476406,75,0.06794070556202561,52,23,5,0.011549262460949672,2.6849196546971856,Inside,Inside,True
HTC-036,227,1,Final_Test,0.04,0.05,4.22,0.0,0.54,0.0,0.0,0.0,0.0,0.16,1.31,0.0,0.0,0.0,530.0,160.0,88.0,93.68,6.32,False,True,0,,True,0,,0,,0,,,True,True,384.0512240625001,492.3985408333336,9.894873385416659,22.737422005908527,16.849623729981406,0.6293845953285361,273.9357257690808,494.16672235591943,417.6871669538377,567.1099147128295,6.332008288679393,13.457738482153925,220.23099658683861,149.42274775899187,7.125730193474531,1.8287590331634422,1.4389372925714305,0.9858262949264499,0.44293663106501835,0.5871798019905573,0.3623362151828172,0.5150582165277878,0.3623362151828172,1.4178408735537742,0.350957772684242,51,0.06738959797348715,53,-2,5,0.8459783916050032,2.6849196546971856,Inside,Inside,True
HTC-080,383,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,170.0,8.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,388.28498687499996,433.01821249999523,1.8248125000000184,9.866191055994246,7.154803434747859,0.22296978461658978,340.5038204468134,436.0661533031865,401.2937536370668,464.74267136292366,0.5626092428176395,3.0870157571823973,95.56233285637313,63.44891772585686,2.524406514364758,0.7935326187036288,0.6110114775582273,0.34924509536207127,0.45328334368692974,0.43345290594617564,0.0,0.4433681248165527,0.0,0.5845963972079757,0.1773472499266211,79,0.06042797048502595,54,25,5,0.0294457645874338,2.6849196546971856,Inside,Inside,True
HTC-075,55,1,Final_Test,1.0,0.5,0.1,0.6,0.6,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,505.0,25.0,0.0,96.8,3.2,False,True,0,,True,0,,0,,0,,,True,True,237.22390958333344,317.3916702083335,18.321063124999988,18.527697623518318,10.38756596546429,1.2286172733803538,147.49576644919833,326.9520527174685,271.3331149986194,363.4502254180476,11.366019103993093,25.276107146006883,179.4562862682702,92.11711041942817,13.91008804201379,1.4901730894254894,0.8870854502035412,1.9244246111250385,0.08411161057079218,0.13411287287899443,0.7406621958665782,0.10911224172489331,0.7406621958665782,1.4338943835846898,0.3399097750365886,54,0.05313089831965062,55,-1,5,2.938162547287207,2.6849196546971856,Outside,Outside,False
HTC-063,30,1,Final_Test,0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,495.0,190.0,9.0,92.05,7.949999999999999,False,True,0,,True,0,,0,,0,,,True,True,346.36737046726114,436.2471402976189,9.276764305059547,11.35917050206213,7.152578141715858,1.3623421085760152,291.35582517155945,401.37891576296283,404.53254840277657,467.9617321924612,1.5647212347402464,16.988807375378848,110.02309059140339,63.42918378968466,15.4240861406386,0.9136121794565455,0.6108214402505664,2.1338823222042196,0.35084266621536725,0.44181212290930294,0.33458384652950873,0.3963273945623351,0.33458384652950873,1.2194386473037773,0.29236449643673756,60,0.048476766975982105,56,4,5,0.88869855620194,2.6849196546971856,Inside,Inside,True
HTC-068,409,1,Final_Test,0.644,0.116,4.41,0.521,0.691,0.0,0.0,0.013,0.014,0.0,0.0,0.0,0.0,0.0,520.0,200.0,6.0,93.591,6.409,False,True,0,,True,0,,0,,0,,,True,True,381.22079689583336,459.6550809672618,9.913704223214342,20.943107743948364,17.992318259700266,0.693955254671622,279.79501764411066,482.64657614755606,379.8769898982713,539.4331720362524,5.985312949797391,13.842095496631293,202.8515585034454,159.55618213798107,7.856782546833902,1.6844432698109484,1.5365220100822587,1.0869654923618945,0.4360194706600263,0.5024118225562137,0.36318169758911034,0.46921564660812,0.36318169758911034,1.4359769240850337,0.3329589376788922,55,0.04576355286188544,57,-2,5,0.854785676779154,2.6849196546971856,Inside,Inside,True
HTC-013,0,1,Final_Test,0.0,0.0,1.6,0.0,0.95,0.0,0.0,0.0,0.0,0.08,1.7,0.0,0.0,0.0,530.0,150.0,24.0,95.67,4.33,False,True,0,,True,0,,0,,0,,,True,True,336.51300730654776,436.48722971130985,9.333855241071394,14.803778416458064,10.503704027318841,1.0179562281356953,264.8195041066572,408.20651050643835,389.91371735508886,483.06074206753084,3.5713362341655275,15.09637424797726,143.38700639978117,93.14702471244198,11.52503801381173,1.190660203403606,0.8970034988714739,1.5944591242659036,0.32676000778329295,0.4424336789258449,0.33714716221813734,0.3845968433545689,0.33714716221813734,1.2273742755136612,0.2886976022290825,62,0.043222747126350214,58,4,5,0.7791242556911995,2.6849196546971856,Inside,Inside,True
HTC-057,22,1,Final_Test,0.29,0.42,4.2,0.63,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,25.0,93.2,6.8,False,True,0,,True,0,,0,,0,,,True,True,370.27659847916664,510.0807719166667,15.18500480208331,16.70828736504221,28.17717314888337,1.588686835792322,289.3597122708203,451.193484687513,385.14294830548175,635.0185955278517,6.191653416304749,24.17835618786187,161.83377241669268,249.87564722237,17.98670277155712,1.3438388681188496,2.406296181044856,2.488413688110943,0.4092734102619079,0.6329564855467876,0.5998568761233757,0.5211149479043478,0.5998568761233757,2.079516245758216,0.44838872961108944,38,0.032485480459446214,59,-21,5,1.7736245685603453,2.6849196546971856,Inside,Inside,True
HTC-009,101,1,Final_Test,0.0,0.0,1.07,0.0,1.07,0.0,3.4,0.0,0.0,0.1,1.8,0.0,0.0,0.0,530.0,170.0,2.0,92.56,7.4399999999999995,False,True,0,,True,0,,0,,0,,,True,True,348.14521187500014,470.0536612500001,7.156585624999953,20.47805390205781,10.72296527789553,0.6999576811958093,248.9716508165809,447.3187729334194,422.50794265808435,517.5993798419158,3.1942153889936744,11.118955861006231,198.34712211683848,95.09143718383149,7.924740472012557,1.6470392310562612,0.915728141934096,1.096367295092387,0.3551874571136435,0.5293322104186733,0.23939032452866035,0.4422598337661584,0.23939032452866035,1.2197115560275815,0.2726600633179275,67,0.028717752112411205,60,7,5,0.47543508793588574,2.6849196546971856,Inside,Inside,True
HTC-020,428;442,2,Final_Test,0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,26.0,92.87,7.13,False,True,0,,True,0,,0,,0,,,True,True,294.105509854167,412.6024237604136,7.456578427083291,11.366875600058156,12.60765028947872,0.617397725100112,239.05664939122084,349.15437031711315,356.6999959197708,468.50485160105643,3.9615694570996784,10.951587397066904,110.0977209258923,111.80485568128563,6.990017939967226,0.9142318964830305,1.0766779405626834,0.967050856561727,0.22312213089071728,0.38059944552716896,0.25285964750308704,0.30186078820894313,0.25285964750308704,0.985986897869147,0.22188817428481208,77,0.024690794710982678,61,16,5,0.005774631230474825,2.6849196546971856,Inside,Inside,True
HTC-079,373,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,160.0,8.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,372.39047187500216,417.0867212499994,2.490803749999999,8.093326326509247,10.540173089216449,0.4495459315692312,333.1951461352402,411.58579761476415,370.3515047655134,463.8219377344854,-0.05401785992933528,5.035625359929334,78.39065147952397,93.47043296897198,5.089643219858669,0.650942030098019,0.9001179122257051,0.704138941792328,0.4144394154243227,0.3922086291299246,0.029902221593636456,0.40332402227712366,0.029902221593636456,0.7517329613720175,0.17329049754830406,81,0.022943905273900556,62,19,5,0.16152797176155612,2.6849196546971856,Inside,Inside,True
HTC-069,245,1,Final_Test,0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,93.35,6.65,False,True,0,,True,0,,0,,0,,,True,True,324.34901437500014,456.1957262500002,16.72588000000002,22.709563626378444,16.386345711696173,1.9300222568400653,214.36843196348934,434.32959678651093,383.5385310138013,528.8529214861991,5.800272808097466,27.651487191902575,219.9611648230216,145.3143904723978,21.851214383805107,1.8265183981794368,1.3993739155117149,3.0230588488120156,0.2970329435211899,0.4934560643459218,0.669040355059841,0.39524450393355587,0.669040355059841,2.082983720834389,0.42571394359735876,39,0.009117199430480893,63,-24,5,1.1606794063262538,2.6849196546971856,Inside,Inside,True
HTC-081,379,1,Final_Test,11.95,0.378,4.49,0.03,0.6,0.03,0.02,0.0,0.03,0.0001,0.0,0.101025,0.0,0.0,480.0,185.0,8.0,82.370875,17.629125,False,True,0,,True,0,,0,,0,,,True,True,346.8563600000016,404.92495354166533,2.254541250000004,16.745862497069876,9.794690553681356,0.09298897115794531,265.757500462235,427.9552195377682,361.49521291186204,448.3546941714686,1.7281426178379389,2.7809398821620688,162.1977190755332,86.85948125960658,1.05279726432413,1.3468610164551844,0.8364546139885579,0.14565177156830963,0.35203768690841375,0.36072360955037924,0.01929431401336931,0.3563806482293965,0.01929431401336931,0.7763224673373507,0.15026998489710633,85,-0.00499450857036382,64,21,5,0.24617228413543887,2.6849196546971856,Inside,Inside,True
HTC-056,72,1,Final_Test,0.2,0.57,1.76,0.15,3.64,0.5,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,25.0,0.0,87.14,12.86,False,True,0,,True,2,Mg;Cr,2,Mg;Cr,0,,Mg;Cr,False,False,330.3325699999991,465.4957087499978,21.22064312499996,29.577215044906787,17.306358211738694,2.618040105455655,187.09250647723275,473.5726335227655,388.7591703233994,542.2322471765962,6.400255606392127,36.04103064360779,286.48012704553275,153.47307685319674,29.64077503721566,2.378880031765873,1.4779418596018727,4.1007243665282,0.31165590027405793,0.5175323448771805,0.8708499178351147,0.41459412257561923,0.8708499178351147,2.652515419298649,0.5141776161642936,26,-0.01632546769543619,65,-39,5,5.53668799585777,2.6849196546971856,Outside,Outside,False
HTC-021,443,1,Final_Test,0.0,0.0,6.5,0.3,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,535.0,191.0,27.0,92.87,7.13,False,True,0,,True,0,,0,,0,,,True,True,278.6096447916682,395.08114458333364,8.435693333333424,16.929298502636627,16.603217264524062,0.5634960440679598,196.6224194952943,360.59687008804207,321.462339051428,468.6999501152393,5.245814829489309,11.625571837177539,163.97445059274776,147.2376110638113,6.379757007688229,1.361614679027524,1.417894481304614,0.8826228390151327,0.18525244623190096,0.33523944267404676,0.29682075193550256,0.2602459444529739,0.29682075193550256,1.22071066644909,0.2228266785553906,76,-0.021315454734427447,66,10,5,0.00721828903809354,2.6849196546971856,Inside,Inside,True
HTC-087,46,1,Final_Test,12.25,1.0,0.9,0.0,1.05,0.1,0.25,0.0,0.0,0.0,0.0,0.9,0.0,0.0,510.0,175.0,10.0,83.55,16.45,False,True,0,,True,0,,0,,0,,,True,True,312.34375219642845,375.5697352976189,10.419870940476192,6.1093170814368145,6.49291285523707,2.077446311620396,282.7568229796781,341.93068141317883,346.7801048508175,404.35936574442024,-1.3402848164045977,22.180026697356983,59.173858433500754,57.579260893602736,23.52031151376158,0.4913691978627968,0.5544868302926714,3.2539741086971277,0.2676937945859571,0.2847272870303996,0.3859079861745652,0.27621054080817836,0.3859079861745652,1.4332767122841987,0.2648474107930974,69,-0.02180793166374234,67,2,5,2.953514591511403,2.6849196546971856,Outside,Outside,False
