Heldout_Record_Count,Unique_Heldout_Condition_Count,Duplicate_Record_Count,Duplicated_Condition_Count,All_Duplicates_Point_Predictions_Identical,All_Duplicates_Ensemble_Std_Identical,All_Duplicates_Intervals_Identical,All_Duplicates_Scores_Identical,Observed_Targets_Used_To_Construct_Conditions
91,87,4,3,True,True,True,True,False
