Outer_ID,Repeat,Fold,Target,Metric,Difference_k12_minus_k17
R05_F04,5,4,UTS,NRMSE,-0.006441229575415874
R05_F04,5,4,UTS,NMAE,-0.01173082445347301
R05_F04,5,4,UTS,MAPE_Percent,-0.21909096985275767
R05_F04,5,4,YS,R2,0.02234788815797195
R05_F04,5,4,YS,RMSE,-3.1778748035532587
R05_F04,5,4,YS,MAE,-1.6326683633496586
R05_F04,5,4,YS,NRMSE,-0.026329181305759897
R05_F04,5,4,YS,NMAE,-0.013526908392598347
R05_F04,5,4,YS,MAPE_Percent,-0.33846657281442916
R05_F05,5,5,El,R2,-0.013935633535441139
R05_F05,5,5,El,RMSE,0.09215546291116539
R05_F05,5,5,El,MAE,-0.005729184450165903
R05_F05,5,5,El,NRMSE,0.012929507998543865
R05_F05,5,5,El,NMAE,-0.0008038105808763074
R05_F05,5,5,El,MAPE_Percent,-0.40896157109304454
R05_F05,5,5,Macro,R2,-0.00796803139307578
R05_F05,5,5,Macro,NRMSE,0.008536210834158897
R05_F05,5,5,Macro,NMAE,0.003265959968661636
R05_F05,5,5,UTS,R2,-0.00785639610392419
R05_F05,5,5,UTS,RMSE,1.0605017150683196
R05_F05,5,5,UTS,MAE,0.8330267854900484
R05_F05,5,5,UTS,NRMSE,0.010264790094721032
R05_F05,5,5,UTS,NMAE,0.008063018639988428
R05_F05,5,5,UTS,MAPE_Percent,0.19003224517182726
R05_F05,5,5,YS,R2,-0.002112064539862013
R05_F05,5,5,YS,RMSE,0.2895677646341781
R05_F05,5,5,YS,MAE,0.30448041043275254
R05_F05,5,5,YS,NRMSE,0.002414334409211627
R05_F05,5,5,YS,NMAE,0.0025386718468727865
R05_F05,5,5,YS,MAPE_Percent,0.11354418799357013
