Feature_Count,Target,MAPE_Mean,MAPE_SD,MAPE_SE,MAPE_CI95_Lower,MAPE_CI95_Upper
12,El,20.44548671742072,3.3815598442892814,0.6763119688578563,19.119915258459322,21.77105817638212
12,UTS,6.520943621750551,1.1108849719613783,0.22217699439227565,6.085476712741691,6.9564105307594115
12,YS,10.992365693741588,2.4189057084847123,0.4837811416969425,10.04415465601558,11.940576731467596
17,El,20.342853891573746,3.837325099843386,0.7674650199686772,18.83862245243514,21.847085330712353
17,UTS,6.547889386765922,1.2528829417918699,0.250576588358374,6.056759273583509,7.039019499948335
17,YS,11.099766654250473,2.86361731186612,0.572723462373224,9.977228667998954,12.222304640501992
