Feature_Count,Target,N_Folds,R2_Mean,R2_SD,R2_SE,R2_CI95_Lower,R2_CI95_Upper,RMSE_Mean,RMSE_SD,RMSE_SE,RMSE_CI95_Lower,RMSE_CI95_Upper,MAE_Mean,MAE_SD,MAE_SE,MAE_CI95_Lower,MAE_CI95_Upper,NRMSE_Mean,NRMSE_SD,NRMSE_SE,NRMSE_CI95_Lower,NRMSE_CI95_Upper,NMAE_Mean,NMAE_SD,NMAE_SE,NMAE_CI95_Lower,NMAE_CI95_Upper,MAPE_Percent_Mean,MAPE_Percent_SD,MAPE_Percent_SE,MAPE_Percent_CI95_Lower,MAPE_Percent_CI95_Upper
12,El,25,0.7133800074960632,0.0945062355151688,0.01890124710303376,0.6763335631741171,0.7504264518180094,3.8023587213180354,0.9348079126834953,0.18696158253669906,3.435914019546105,4.168803423089965,2.4419821794836247,0.4611419496642674,0.09222838993285348,2.261214535215232,2.6227498237520175,0.5292022388171741,0.1449719365693835,0.028994387313876702,0.47237323968197575,0.5860312379523724,0.3393678281100776,0.07257522314684356,0.014515044629368711,0.3109183406365149,0.3678173155836403,20.44548671742072,3.3815598442892814,0.6763119688578563,19.119915258459322,21.77105817638212
12,Macro,25,0.8070219905716595,0.04282675960149477,0.008565351920298954,0.7902339008078735,0.8238100803354454,,,,,,,,,,,0.4246162715110586,0.07079672898492997,0.014159345796985995,0.39686395374896605,0.4523685892731511,0.2920656867728064,0.045706553746048754,0.009141310749209751,0.27414871770435534,0.3099826558412575,,,,,
12,UTS,25,0.8623318204982036,0.04018424327488463,0.008036848654976926,0.8465795971344487,0.8780840438619584,37.4730506252875,5.318305192595043,1.0636610385190086,35.38827498979024,39.55782626078476,27.070789922641602,4.169704552737908,0.8339409105475817,25.43626573796834,28.705314107314862,0.3613341710565333,0.05372923222009199,0.010745846444018398,0.34027231202625724,0.3823960300868094,0.26108870301478815,0.04227496796952514,0.008454993593905027,0.2445169155707343,0.277660490458842,6.520943621750551,1.1108849719613783,0.22217699439227565,6.085476712741691,6.9564105307594115
12,YS,25,0.8453541437207113,0.0461090302532178,0.009221806050643561,0.8272794038614499,0.8634288835799726,46.08754982629996,6.715421159274162,1.3430842318548324,43.455104731864495,48.71999492073543,33.14207738475379,5.164334173757149,1.0328668347514298,31.117658388640987,35.16649638086659,0.38331240465946836,0.05870678666227132,0.011741357332454263,0.36029934428785804,0.4063254650310787,0.2757405291935535,0.045698918246555094,0.009139783649311018,0.2578265532409039,0.2936545051462031,10.992365693741588,2.4189057084847123,0.4837811416969425,10.04415465601558,11.940576731467596
17,El,25,0.6999197977692202,0.09498685061970531,0.018997370123941062,0.6626849523262958,0.7371546432121446,3.8959194142838736,0.933308869208712,0.1866617738417424,3.5300623375540585,4.261776491013689,2.442756872725174,0.4683827663151297,0.09367655326302594,2.259150828329643,2.626362917120705,0.5422349918559382,0.14490385777285045,0.02898077155457009,0.4854326796089808,0.5990373041028956,0.3393876182304907,0.07247905060715187,0.014495810121430374,0.31097583039248716,0.3677994060684942,20.342853891573746,3.837325099843386,0.7674650199686772,18.83862245243514,21.847085330712353
17,Macro,25,0.8001961533911452,0.04735295813174333,0.009470591626348666,0.7816337938035018,0.8187585129787887,,,,,,,,,,,0.4322314162581554,0.07793826327941933,0.015587652655883865,0.40167961705262306,0.4627832154636878,0.2933309370795765,0.05258646418151941,0.010517292836303881,0.27271704312042094,0.3139448310387321,,,,,
17,UTS,25,0.8594233973069747,0.04086098368109726,0.008172196736219451,0.8434058917039846,0.8754409029099648,37.89763464160881,5.7959564258148,1.15919128516296,35.62561972268941,40.169649560528214,27.200450734610758,4.6465608967365295,0.9293121793473059,25.37899886309004,29.021902606131476,0.36553243381137873,0.058700335945366784,0.011740067189073358,0.342521902120795,0.3885429655019625,0.26242224884438453,0.04717793750804387,0.009435587501608774,0.24392849734123134,0.2809160003475377,6.547889386765922,1.2528829417918699,0.250576588358374,6.056759273583509,7.039019499948335
17,YS,25,0.8412452650972405,0.04654469882463294,0.009308939764926588,0.8229997431579844,0.8594907870364966,46.74315736990464,7.524577847004496,1.504915569400899,43.793522853878876,49.6927918859304,33.4152023752425,6.329738365330087,1.2659476730660173,30.933944936033107,35.896459814451894,0.38892682310714916,0.06651351056904252,0.013302702113808504,0.36285352696408446,0.41500011925021385,0.2781829441638544,0.05610495299774224,0.01122099059954845,0.25618980258873947,0.30017608573896937,11.099766654250473,2.86361731186612,0.572723462373224,9.977228667998954,12.222304640501992
