Feature_Count,Repeat,Target,N_Folds,R2_Mean,R2_SD,R2_SE,R2_CI95_Lower,R2_CI95_Upper,RMSE_Mean,RMSE_SD,RMSE_SE,RMSE_CI95_Lower,RMSE_CI95_Upper,MAE_Mean,MAE_SD,MAE_SE,MAE_CI95_Lower,MAE_CI95_Upper,NRMSE_Mean,NRMSE_SD,NRMSE_SE,NRMSE_CI95_Lower,NRMSE_CI95_Upper,NMAE_Mean,NMAE_SD,NMAE_SE,NMAE_CI95_Lower,NMAE_CI95_Upper,MAPE_Percent_Mean,MAPE_Percent_SD,MAPE_Percent_SE,MAPE_Percent_CI95_Lower,MAPE_Percent_CI95_Upper
12,4,El,5,0.6780580484731488,0.13798341946918408,0.061708061140192706,0.5571102486383711,0.7990058483079264,4.039654210216082,1.4329956690393093,0.6408551454869372,2.783578125061686,5.295730295370479,2.583841278088248,0.648026004351219,0.28980603938338007,2.015821440896823,3.151861115279673,0.5659265165198453,0.22758161503964994,0.10177759233156915,0.36644243554996975,0.7654105974897207,0.3607760055638745,0.10686335950429489,0.04779074723112032,0.2671061409908787,0.4544458701368703,22.216942598956862,3.0903807546993702,1.382060288772979,19.508104432961822,24.925780764951902
12,4,Macro,5,0.7839505359955349,0.05044791451828347,0.022560993237196077,0.7397309892506305,0.8281700827404392,,,,,,,,,,,0.44780276250724366,0.10250918017130302,0.04584349903616142,0.3579495043963673,0.53765602061812,0.3065003183050129,0.06734375726060131,0.030117043818989907,0.2474709124197927,0.3655297241902331,,,,,
12,4,UTS,5,0.8544451682976468,0.04836173987353977,0.0216280275734794,0.8120542342536272,0.8968361023416664,38.409458421908546,5.3444431972385145,2.390107658182327,33.72484741187119,43.094069431945904,27.587908391463095,5.077249662444632,2.2706150767928115,23.137502840949185,32.03831394197701,0.3703553334663948,0.05348769460613005,0.023920424219811127,0.323471301995565,0.41723936493722463,0.26628040797805086,0.05192254608640122,0.023220468522811757,0.2207682896733398,0.3117925262827619,6.719380121723416,1.1370642501115142,0.5085105916068338,5.722699362174022,7.716060881272811
12,4,YS,5,0.8193483912158086,0.07525271879834892,0.033654038944956895,0.7533864748836931,0.8853103075479241,48.88428094105765,8.414470455411665,3.7630655865928193,41.50867239133573,56.25988949077958,35.0715670431699,6.801190386590472,3.0415848064668736,29.110060822494827,41.03307326384497,0.4071264375354908,0.07458491623125019,0.033355388557840565,0.3417498759621233,0.47250299910885835,0.2924445413731132,0.06238808688569201,0.027900800652514095,0.2377589720941856,0.34713011065204086,12.061162275565092,3.4943298929278406,1.5627118352792426,8.998247078417776,15.124077472712408
12,5,El,5,0.7155563917395071,0.09230690417012812,0.04128090250339305,0.6346458228328568,0.7964669606461575,3.7869218911927205,1.0068676393722866,0.45028489719623527,2.9043634926880992,4.669480289697342,2.4104469755831,0.504704064471247,0.22571051933562897,1.9680543576852672,2.8528395934809327,0.5272857913499479,0.1528247563354132,0.06834530876216512,0.3933289861761043,0.6612425965237916,0.3351501366673897,0.07857783297163122,0.03514107520983834,0.26627362925610654,0.40402664407867284,20.207749646559613,3.4635079719361745,1.548927853172344,17.17185105434182,23.243648238777407
12,5,Macro,5,0.8071308446880744,0.04926639510739374,0.022032601693299087,0.7639469453692082,0.8503147440069406,,,,,,,,,,,0.42510751137951813,0.07311452266853864,0.032697808565860347,0.36101980659043187,0.4891952161686044,0.29298356964540184,0.04655309079585953,0.020819175116452336,0.2521779864171553,0.3337891528736484,,,,,
12,5,UTS,5,0.8612645021551908,0.057905500353567285,0.02589612701234291,0.8105080932109987,0.9120209110993829,37.655171273194156,9.011347184230694,4.02999697455823,29.756377203060026,45.55396534332829,27.545627158675025,6.9710285940668095,3.1175387618856343,21.43525118537918,33.65600313197087,0.36292543343462075,0.08866791083294677,0.03965349520907179,0.28520458282484007,0.4406462840444014,0.2655178064349719,0.06857570445564325,0.0306679873535507,0.20540855122201254,0.3256270616479313,6.747668263268141,1.9056681133844224,0.852240688816269,5.077276513188253,8.418060013348027
12,5,YS,5,0.8445716401695254,0.045155172688480884,0.020194007133437036,0.8049913861879887,0.884151894151062,46.35983589143408,7.722932232369904,3.453800291440661,39.59038732021038,53.12928446265778,33.49650780954338,6.289644231334391,2.812814411110622,27.983391563766563,39.0096240553202,0.38511130935398585,0.06455171778884128,0.0288684058080463,0.3285292339702151,0.4416933847377566,0.2782827658338439,0.052732385399622966,0.023582639673854874,0.23206079207308838,0.32450473959459947,11.370309788615453,3.033435920717258,1.35659378482269,8.71138597036298,14.029233606867926
17,1,El,5,0.7128842774024664,0.07899061232701804,0.03532567574950903,0.6436459529334287,0.7821226018715041,3.800511771279033,0.514666829990187,0.23016600352447708,3.349386404371058,4.251637138187008,2.4529417511955973,0.48084335786727905,0.21503968694409883,2.031463964785164,2.874419537606031,0.5261546758812142,0.07483079533773741,0.033465349037111035,0.4605625917684766,0.5917467599939519,0.33974922975083344,0.06889823898363541,0.030812229179486957,0.279357260559039,0.4001411989426279,21.134115425156914,5.989188641154027,2.6784465863379996,15.884360115934435,26.383870734379393
17,1,Macro,5,0.8052737385628678,0.0453263570479413,0.020270563106324687,0.7655434348744714,0.8450040422512641,,,,,,,,,,,0.42670750980256145,0.06396044451204819,0.02860398036000862,0.37064370829694454,0.48277131130817835,0.2973080829745046,0.06173475196545184,0.02760862039376781,0.2431951870027197,0.35142097894628954,,,,,
17,1,UTS,5,0.8578951268339836,0.03794531211931387,0.016969659465246485,0.8246345942821005,0.8911556593858667,37.89900496293531,4.871158349537247,2.1784482397461926,33.629246413032774,42.16876351283784,27.582809473822227,4.519698104412613,2.021270439848709,23.62111941171876,31.544499535925695,0.3661096541257416,0.05493482695509912,0.024567601480757883,0.31795715522345613,0.41426215302802705,0.26659301735115004,0.04944209269220546,0.0221111760419234,0.22325511230898018,0.3099309223933199,6.5618225120548574,1.1494389667721818,0.5140447331379441,5.554294835104487,7.5693501890052275
17,1,YS,5,0.8450418114521536,0.029710329947950923,0.01328686347951321,0.8189995590323077,0.8710840638719995,46.55592940240662,6.901690441369036,3.086529797312338,40.50633099967444,52.6055278051388,34.24194856515752,7.627141591432954,3.4109614144920024,27.556464192753197,40.927432937561846,0.3878581994007285,0.06592268185327865,0.029481519576604574,0.33007442103058354,0.4456419777708735,0.2855820018215304,0.06953079448576092,0.03109511659994579,0.22463557328563663,0.34652843035742414,11.28200143131867,2.9412720345376293,1.3153768419090497,8.703862821176934,13.860140041460408
17,2,El,5,0.7197757582567458,0.12410480230974612,0.05550135485975304,0.6109931027316298,0.8285584137818618,3.78099925254755,1.2499985956156432,0.5590163663151697,2.6853271745698173,4.876671330525283,2.35566623634334,0.5126584680625558,0.2292678367657559,1.9063012762824583,2.8050311964042214,0.5273282765875239,0.1934850629063827,0.08652915065789894,0.35773114129804195,0.6969254118770059,0.3275704700272584,0.08085330830199437,0.0361586987138015,0.2566994205482075,0.39844151950630935,19.174176351441293,3.7063697735319168,1.6575389526735733,15.925400004201089,22.422952698681495
17,2,Macro,5,0.8075215964561357,0.06427526655674516,0.028744773058560203,0.7511818412613578,0.8638613516509137,,,,,,,,,,,0.4265472921447005,0.10001961867818081,0.044730133289603985,0.3388762308970767,0.5142183533923244,0.2896932566182764,0.053392811256863175,0.02387799109603241,0.24289239407005286,0.3364941191664999,,,,,
17,2,UTS,5,0.8537559287407476,0.03292384335432443,0.014723990364164824,0.8248969076269845,0.8826149498545106,38.82876828586611,4.783220149483876,2.1391210811185304,34.636090966873795,43.02144560485843,27.7961109975426,2.988077228145884,1.336308760830669,25.176945826314487,30.41527616877071,0.3741390908385388,0.046623397860761,0.020850617391735975,0.33327188075073627,0.41500630092634133,0.26796353016583746,0.030520655990933895,0.013649252302722879,0.24121099565250062,0.2947160646791743,6.784821382027329,1.0983427698583494,0.49119381919973526,5.822081496395848,7.74756126765881
17,2,YS,5,0.8490331023709139,0.05700646229791402,0.025494064970982923,0.7990647350277874,0.8990014697140404,45.503733142450685,9.530000231442223,4.261945668618708,37.15031963195802,53.85714665294335,32.903828686662806,6.92150969109282,3.095393235241423,26.836857945589617,38.970799427736,0.3781745090080389,0.07987398122696514,0.03572073033140722,0.30816187755848073,0.44818714045759706,0.27354576966173344,0.05831186742910574,0.026077859893287265,0.2224331642708904,0.3246583750525765,11.07223129216585,3.035425032040749,1.3574833424495185,8.411563940964793,13.732898643366905
17,3,El,5,0.6580470912171936,0.024461610300157106,0.010939564694052065,0.6366055444168516,0.6794886380175357,4.1684695179451365,0.3790838110061086,0.16953143411586835,3.8361879070780347,4.500751128812238,2.606859093130571,0.21346151775920072,0.09546289285797027,2.419751823128949,2.7939663631321925,0.5778398114480641,0.06369997636037451,0.02848749546138541,0.5220043203437487,0.6336753025523795,0.36091620743576247,0.031865975599916184,0.014250897522152445,0.3329844482923437,0.38884796657918125,22.310580759491685,3.2852416182385715,1.4692047161785717,19.430939515781684,25.190222003201686
17,3,Macro,5,0.7879599702555974,0.035444624212505826,0.015851317835219595,0.756891387298567,0.8190285532126278,,,,,,,,,,,0.44197287251707423,0.051585407728128425,0.023069695665427627,0.39675626901283606,0.4871894760213124,0.293120410913546,0.028962322328567856,0.012952344302587545,0.2677338160804744,0.3185070057466176,,,,,
17,3,UTS,5,0.8600539404118048,0.04586506424580183,0.020511480289201602,0.8198514390449697,0.90025644177864,37.77572298591321,4.915126836891098,2.198111545064403,33.467424357586985,42.08402161423944,26.04820773457156,3.2558530746152026,1.4560617599182575,23.194326685131774,28.902088784011344,0.3638514381156395,0.046724663170159275,0.020895904614851392,0.3228954650705308,0.40480741116074825,0.2505673242127817,0.027239649164594225,0.012181941443055608,0.22669071898439272,0.2744439294411707,6.212849989772984,0.4828070373974064,0.21591787112717675,5.789650962363718,6.63604901718225
17,3,YS,5,0.8457788791377935,0.04698999409551733,0.021014564211978098,0.8045903332823164,0.8869674249932705,46.25694014651558,6.931855180268792,3.1000198786530158,40.18090118435567,52.332979108675495,32.271416332415775,4.1848882640417715,1.8715389273276979,28.603200034853486,35.939632629978064,0.38422736798751905,0.05827061254153556,0.026059410146685058,0.33315092410001634,0.43530381187502176,0.26787770109209397,0.03345481110559931,0.01496144636130699,0.23855326622393228,0.2972021359602557,10.435004462236765,0.9504320729889877,0.4250461446398836,9.601914018742594,11.268094905730937
17,4,El,5,0.680660731226929,0.14507111689091143,0.06487777578797918,0.5535002906824898,0.8078211717713683,4.022652512810391,1.4734925062757556,0.658965881673825,2.7310793847296946,5.314225640891088,2.496553071973031,0.6916780517228338,0.3093278284393744,1.8902705282318573,3.1028356157142047,0.5637746036414141,0.23353455971969195,0.10443983012574308,0.35907253659495764,0.7684766706878705,0.34870591709732207,0.11148961672391366,0.04985967235601367,0.2509809592795353,0.44643087491510886,20.136231897025226,3.339249100125864,1.4933575963372867,17.209251008204145,23.063212785846307
17,4,Macro,5,0.7880487304595136,0.056945169581762135,0.02546665403501468,0.7381340885508848,0.8379633723681424,,,,,,,,,,,0.4462110606305737,0.11991099908389889,0.05362582904030258,0.34110443571158067,0.5513176855495667,0.30138704146318757,0.08193431555217522,0.0366421398529164,0.22956844735147142,0.3732056355749037,,,,,
17,4,UTS,5,0.8600132024024424,0.041593266023830795,0.018601074047103608,0.8235550972701193,0.8964713075347654,38.01089298924798,6.325272868324424,2.8287480219616974,32.46654686620305,43.5552391122929,27.48712303888895,6.2457604009967085,2.793188965560997,22.012472666389396,32.961773411388506,0.36719473585877516,0.06744882793162399,0.030164032851559552,0.30807323146971843,0.4263162402478319,0.265874303605549,0.06580510034821489,0.029428935528960715,0.20819358996878598,0.32355501724231195,6.6279252307018055,1.6098032927650012,0.7199259186051076,5.216870430235795,8.038980031167817
17,4,YS,5,0.8234722577491695,0.063947954958731,0.028598394861963455,0.7674194038197212,0.8795251116786179,48.8443498657963,9.455412105984292,4.228588844851065,40.55631572988822,57.13238400170439,34.636419335204394,8.430788561762336,3.770363265605653,27.246507334617313,42.026331335791475,0.40766384239153197,0.08894042517730372,0.03977536732883698,0.3297041224270115,0.4856235623560524,0.28958090368669176,0.07914607580640734,0.035395201131095656,0.2202063094697443,0.35895549790363923,11.691000465378256,4.363164922393717,1.951266672702989,7.866517786880397,15.515483143876114
17,5,El,5,0.7282311307427672,0.08055658276945057,0.03602599902151595,0.657620172660596,0.7988420888249385,3.7069640168372566,0.947988256018624,0.42395323646582345,2.876015673364243,4.537912360310271,2.3017642109833325,0.47596464602042887,0.21285786067766074,1.8845628040551174,2.7189656179115476,0.5160775917214745,0.14397831422453586,0.06438905957837741,0.3898750349478548,0.6422801484950942,0.31999626684127713,0.07387176684731638,0.03303645845772295,0.25524480826414014,0.3847477254184141,18.959165024753617,2.650095433636019,1.185158707294384,16.636253958456624,21.28207609105061
17,5,Macro,5,0.8121767312216116,0.0460285317708387,0.020584585188820823,0.7718309442515228,0.8525225181917004,,,,,,,,,,,0.41971834619586695,0.06837042507726201,0.030576183624662835,0.3597890262915278,0.4796476661002061,0.28514589342836805,0.046655751068470544,0.020865086186081714,0.2442503245036479,0.32604146235308823,,,,,
17,5,UTS,5,0.8653987881458951,0.05976333870621926,0.02672697758189012,0.8130139120853904,0.9177836642063998,36.973783984081436,9.41267687157972,4.2094770670184625,28.72320893272525,45.22435903543762,27.088002428228457,6.940635176236189,3.10394641221807,21.00426746028104,33.17173739617587,0.35636725011819853,0.09244060264933236,0.04134069428099086,0.27533948932745644,0.4373950109089406,0.2611130688866043,0.06821559432146139,0.03050694120566726,0.20131946412349647,0.32090667364971215,6.552027819272638,1.9614794126534667,0.8772002606319025,4.832715308434109,8.271340330111167
17,5,YS,5,0.8429002747761721,0.045285948679539646,0.020252491934603496,0.8032053905843493,0.882595158967995,46.55483429235405,7.482200492316356,3.346141784420353,39.99639639489016,53.11327218981794,33.02239895677203,6.391228407763533,2.8582442358974007,27.420240254413123,38.624557659130936,0.3867101967479277,0.062403770966449154,0.02790781478666161,0.33201087976607097,0.4414095137297845,0.27432834455722255,0.053473731111752014,0.02391417955528458,0.22745655262886477,0.3212001364855803,11.018595620152821,3.2181331208353416,1.4391928837662737,8.197777567970924,13.839413672334718
