Feature_Count,Repeat,Fold,Outer_ID,Implementation,Chain_Order,Target,R2,RMSE,MAE,NRMSE,NMAE,MAPE_Percent
17,5,2,R05_F02,,,UTS,0.7858487781223407,49.32690332139531,34.60189038597353,0.47876488589280397,0.3358445186468949,9.154940538687686
17,5,2,R05_F02,,,El,0.7436543116716283,3.504197953277139,2.1159006742527406,0.47981700184742926,0.2897225360163923,14.709932618769637
17,5,2,R05_F02,,,Macro,0.7817393941810064,,,0.45942564411773984,0.30836393838314813,
17,5,3,R05_F03,,,YS,0.8429455708553002,47.95307663216457,30.179119444444343,0.3988247520278986,0.25099911568088146,11.081349013334346
17,5,3,R05_F03,,,UTS,0.9010818456772849,30.80392380183334,21.70945030864185,0.2928604824659407,0.2063970853960112,5.392668718377304
17,5,3,R05_F03,,,El,0.6141330969034516,4.953351768711636,3.0004993827160473,0.7071827756448142,0.42837690131213746,22.043040457309186
17,5,3,R05_F03,,,Macro,0.7860535044786788,,,0.4662893367128846,0.29525770079634334,
17,5,4,R05_F04,,,YS,0.832347115003514,46.03481530916018,30.648975472759542,0.38140552211081996,0.2539314736866884,8.103446249252551
17,5,4,R05_F04,,,UTS,0.8465009980225844,38.78452265639384,27.908248893506904,0.3723108810177007,0.2679044119030788,5.927790331663109
17,5,4,R05_F04,,,El,0.8054360627098438,2.443504150253765,1.8314341331358799,0.32460186949867903,0.24329279056794728,19.55642659095015
17,5,4,R05_F04,,,Macro,0.828094725245314,,,0.35943942420906655,0.25504289205257147,
17,5,5,R05_F05,,,YS,0.8041165955346312,53.85631452394102,42.35340235705692,0.4490387715384816,0.3531307318927952,14.72973494962799
17,5,5,R05_F05,,,UTS,0.8500997445522881,40.99228369347276,32.760798448685996,0.39677181247146437,0.3170977610248939,7.95137858370343
17,5,5,R05_F05,,,El,0.6819128879682536,4.252563713104696,2.564463508622221,0.5966391443978388,0.35979691707118056,19.181277554133906
17,5,5,R05_F05,,,Macro,0.7787097426850577,,,0.4808165761359282,0.3433418033296232,
