Model,Target,R2,RMSE,MAE,NRMSE
20-member k=12 ensemble,YS,0.8189629005617086,51.924457461875534,36.281837509811524,0.42314026133558286
20-member k=12 ensemble,UTS,0.8084012982215345,45.173449765793755,29.783118645252745,0.43530819144502864
20-member k=12 ensemble,El,0.8180454705330195,2.6961475927884946,1.8254100114550573,0.4242110667382071
20-member k=12 ensemble,Macro,0.8151365564387542,33.26468494015259,22.630122055506444,0.42755317317293956
