Original_Index,Residual_YS,AbsoluteResidual_YS,NormalizedNonconformity_YS,Residual_UTS,AbsoluteResidual_UTS,NormalizedNonconformity_UTS,Residual_El,AbsoluteResidual_El,NormalizedNonconformity_El
192,24.475968750000675,24.475968750000675,3.001451225478207,19.486787500001583,19.486787500001583,2.6704259700076722,-1.6177381250000042,1.6177381250000042,3.926524700914564
196,-59.79515062499968,59.79515062499968,4.837271516951107,-98.94143333333352,98.94143333333352,13.20830514864853,9.984072916666612,9.984072916666612,14.130677426506969
204,-113.07135000000002,113.07135000000002,1.312860785892826,-87.05188750000241,87.05188750000241,1.4478046650683198,-0.7058974999999936,0.7058974999999936,0.23420653170132197
209,7.463712499998792,7.463712499998792,0.5757872239818306,-12.227374999999597,12.227374999999597,1.1296037227535698,-0.07714625000000908,0.07714625000000908,0.11415495232388519
218,25.588118749999353,25.588118749999353,1.544142862839721,26.106181250001214,26.106181250001214,1.9403947787295546,-1.2293918750000152,1.2293918750000152,1.6471926878617127
227,139.94877593749987,139.94877593749987,6.154997512012704,90.60145916666642,90.60145916666642,5.3770612664592585,-3.894873385416661,3.894873385416661,6.188383624959421
234,57.26338118750016,57.26338118750016,6.761318330554834,47.80941099702318,47.80941099702318,4.614969495213193,-3.1432834806547714,3.1432834806547714,4.5884146034976565
244,0.28268131696421506,0.28268131696421506,0.008502171415056277,-12.958543757441191,12.958543757441191,0.5408380895548893,0.726263876488094,0.726263876488094,0.3476611738376462
245,-18.349014375000138,18.349014375000138,0.8079862153584869,-13.195726250000178,13.195726250000178,0.805287919229515,-0.7258800000000214,0.7258800000000214,0.3760992878017261
248,32.545140937501486,32.545140937501486,0.5970531607069215,-6.838958124998214,6.838958124998214,0.29335490651003493,-1.8527942187500237,1.8527942187500237,0.5792728791211454
275,57.34838749999875,57.34838749999875,3.890776086179295,23.373924999998394,23.373924999998394,2.050551104187822,-2.2466937500001016,2.2466937500001016,2.4791615465176275
278,108.77798124999805,108.77798124999805,7.582559749058941,46.90385624999692,46.90385624999692,4.517120444057321,-3.991706250000142,3.991706250000142,3.3022205373568587
280,93.19274374999713,93.19274374999713,5.3229245272437025,46.416806249996625,46.416806249996625,3.8740598034523526,-2.6703875000001283,2.6703875000001283,1.8571604025140462
284,-54.118668750000666,54.118668750000666,3.271864743251209,-14.250849999996376,14.250849999996376,1.2434020672716346,5.002887499999925,5.002887499999925,3.1887509589020286
287,-39.44320625000046,39.44320625000046,2.156262723568334,-6.290837500000293,6.290837500000293,1.3165262053577405,-0.5552231249998307,0.5552231249998307,1.041463579869887
289,-8.328287499999703,8.328287499999703,0.55724539373494,5.239268750001088,5.239268750001088,1.2954889651865447,-2.046250624999825,2.046250624999825,8.587824920437908
290,-2.483668750000618,2.483668750000618,0.20708912756717837,7.645875000000956,7.645875000000956,1.510104836092047,-1.1899812499998443,1.1899812499998443,4.568783586430211
291,-0.8278500000012627,0.8278500000012627,0.09107363868815656,7.344956250001246,7.344956250001246,1.4124557110813925,-0.45804749999984296,0.45804749999984296,2.0914903497079047
297,22.178775000003043,22.178775000003043,2.4209974837931267,16.767799999994395,16.767799999994395,2.0812017980102313,-0.1243768750000811,0.1243768750000811,0.27288281454485813
298,-12.2803187499984,12.2803187499984,1.5499393328162467,1.6222812500021746,1.6222812500021746,0.397977446242298,1.8830418750000977,1.8830418750000977,2.0585518087868397
299,-4.851856249997695,4.851856249997695,0.636000443191104,0.5868500000028689,0.5868500000028689,0.160255181222608,-0.5916999999999177,0.5916999999999177,0.8950744617702947
302,16.216112500001145,16.216112500001145,1.1943132813466477,11.326762500000882,11.326762500000882,1.1303470885006741,0.3599000000000423,0.3599000000000423,0.4480477611467812
304,10.963368750000768,10.963368750000768,0.7005729200287616,8.72506875000056,8.72506875000056,0.7753439011091227,-0.0983837500000071,0.0983837500000071,0.15262753212329921
312,10.107643749999852,10.107643749999852,0.6086901073888239,4.372362499999667,4.372362499999667,0.4021243736926225,-0.9388556249999542,0.9388556249999542,1.0492924408722168
317,-65.62393124999971,65.62393124999971,2.358731758720876,-55.22478125000316,55.22478125000316,2.3835391831767296,1.0542974999998727,1.0542974999998727,1.212513191596308
332,-6.989687499999093,6.989687499999093,0.8145863439565013,-16.687681250000452,16.687681250000452,2.041531575117896,1.187812500000092,1.187812500000092,2.569941588986171
336,-102.43897687499896,102.43897687499896,6.227187809140914,-114.08535562499793,114.08535562499793,11.035645073516514,-0.9915543749998932,0.9915543749998932,0.43535738392161655
338,25.9143600000001,25.9143600000001,0.5085617480935841,-7.387582499999894,7.387582499999894,0.22803266314922693,-3.193037499999967,3.193037499999967,2.5511990494415056
340,7.5326846875001365,7.5326846875001365,0.2302239515734832,19.810681250000187,19.810681250000187,0.3250301484920184,-1.8084542187499633,1.8084542187499633,0.3914565993855002
353,-27.570212499995364,27.570212499995364,2.3055994680746683,-13.699387500004832,13.699387500004832,1.637688581362427,-0.09800999999986892,0.09800999999986892,0.15471304976140304
355,-41.917183687495594,41.917183687495594,3.570984943508752,0.10537500000009459,0.10537500000009459,0.005474903647820755,8.428894031249957,8.428894031249957,1.563053394831381
368,31.293897500000014,31.293897500000014,0.7878966213244532,7.891240625000137,7.891240625000137,0.7560400310718548,-2.428801875000042,2.428801875000042,0.7933781307398184
370,-1.197166333332973,1.197166333332973,0.19655899132660543,3.8363510416664894,3.8363510416664894,0.9881812470676327,0.014301708333336105,0.014301708333336105,0.1497162913750925
373,-32.29047187500214,32.29047187500214,3.989765213017398,11.753278750000561,11.753278750000561,1.1150935225982477,0.5291962500000009,0.5291962500000009,1.1771794627991394
379,32.85363999999839,32.85363999999839,1.9618959600395638,18.19504645833473,18.19504645833473,1.8576438265239161,-0.06454125000000399,0.06454125000000399,0.6940741708996493
383,-32.70498687500003,32.70498687500003,3.3148544008765604,-17.50821249999518,17.50821249999518,2.4470570904148974,0.44518749999998164,0.44518749999998164,1.9966269456609986
390,-17.58113854166811,17.58113854166811,3.2357561201534457,5.977247083334248,5.977247083334248,0.7517144312967906,-0.618786770833343,0.618786770833343,3.5532786133065724
396,57.49713659374726,57.49713659374726,3.9344305750767616,48.66949359375036,48.66949359375036,4.379884127490897,-0.9265281666666723,0.9265281666666723,2.975417673325354
398,-6.146816031253195,6.146816031253195,0.34190281584333515,27.644919218750317,27.644919218750317,1.9148810120328212,0.5520162708333318,0.5520162708333318,1.792837690139974
400,-35.776461416669974,35.776461416669974,3.05582650381809,9.539547708333544,9.539547708333544,0.654659230253077,-0.5049278333333502,0.5049278333333502,0.7432449042282766
401,-12.428002187501932,12.428002187501932,1.0891058379760432,26.871054166666738,26.871054166666738,1.4262176881528035,-1.2476321354166782,1.2476321354166782,1.9819176858379677
409,27.77920310416664,27.77920310416664,1.326412652340457,28.344919032738176,28.344919032738176,1.5753900418976066,-1.5137042232143418,1.5137042232143418,2.1812706096128878
417,61.39721252976193,61.39721252976193,3.396379074824872,47.907544880952344,47.907544880952344,2.534768465080767,3.0458775446428596,3.0458775446428596,3.4046109658899595
420,-27.09778813988089,27.09778813988089,3.106351757400709,15.880563392857198,15.880563392857198,2.1235353493452953,1.2757967485119082,1.2757967485119082,0.8738254959234427
423,50.92151229464281,50.92151229464281,3.8968788867081856,25.43288669642851,25.43288669642851,1.504883851624827,-0.8179034538690608,0.8179034538690608,1.1043780508100176
426,-2.7378071666666415,2.7378071666666415,0.4156704808961369,-0.029304536460529107,0.029304536460529107,0.003569521043033571,0.2988847968750097,0.2988847968750097,0.4253118075994021
428,-28.055509854166985,28.055509854166985,2.4681813029907382,-33.58242376041363,33.58242376041363,2.66365444493667,0.5534215729167089,0.5534215729167089,0.8963777180474604
433,2.122192833333372,2.122192833333372,0.3222041808956327,5.21069546353948,5.21069546353948,0.6347033378601996,0.2988847968750097,0.2988847968750097,0.4253118075994021
437,-16.450455958331702,16.450455958331702,2.0129335143382754,-15.245598875002145,15.245598875002145,1.5572605096268468,0.20504574999987568,0.20504574999987568,0.3791145364279332
439,2.014957083334707,2.014957083334707,3.6026103422655984,4.575705416667063,4.575705416667063,3.264658035563605,-0.9313600000001347,0.9313600000001347,5.8097764952117075
442,-6.895509854167017,6.895509854167017,0.6066319444954089,-15.392423760413635,15.392423760413635,1.220879655985545,0.5534215729167089,0.5534215729167089,0.8963777180474604
443,-3.7596447916681655,3.7596447916681655,0.22207918354454165,-10.001144583333598,10.001144583333598,0.6023618445733003,-0.42569333333342385,0.42569333333342385,0.7554504246485523
446,-9.405042916665252,9.405042916665252,16.81559630290237,-7.714294583332958,7.714294583332958,5.503967477549529,0.04863999999986568,0.04863999999986568,0.30341385578753244
447,-8.727807166666594,8.727807166666594,1.325108592857588,-2.8193045364604927,2.8193045364604927,0.34341327606975003,0.2988847968750097,0.2988847968750097,0.4253118075994021
