Target,Marginal_Coverage,Simultaneous_Coverage,Min_Width,Mean_Width,Median_Width,Max_Width
YS,0.8901098901098901,0.7362637362637363,5.417335474523725,164.30478675160902,142.76514628998905,834.2017996450008
UTS,0.8021978021978022,0.7362637362637363,12.429305744711428,121.38784151899453,95.99168781232902,540.5081853407495
El,0.9120879120879121,0.7362637362637363,1.05279726432413,12.83417775690342,7.956272391753679,61.05342585395182
