Best_k,Best_Mean_Macro_R2,Best_SD_Macro_R2,Best_SE_Macro_R2,One_SE_Threshold,Qualifying_k,Smallest_Qualifying_k,Final_k
12,0.8070219905716595,0.04282675960149479,0.008565351920298957,0.7984566386513605,8;9;10;11;12;14;15;16;17,8,8
