Validation_Type,Repeat,Fold,Feature_Order,Feature,Mandatory
Fixed_Composition_Grouped,5,3,6,Cu,False
Fixed_Composition_Grouped,5,3,7,Ti,False
Fixed_Composition_Grouped,5,3,8,Fe,False
Fixed_Composition_Grouped,5,3,9,Si,False
Fixed_Composition_Grouped,5,3,10,Sc,False
Fixed_Composition_Grouped,5,3,11,Zr,False
Fixed_Composition_Grouped,5,3,12,Cr,False
Fixed_Composition_Grouped,5,4,1,Tsol,True
Fixed_Composition_Grouped,5,4,2,Tage,True
Fixed_Composition_Grouped,5,4,3,tage,True
Fixed_Composition_Grouped,5,4,4,Zn,False
Fixed_Composition_Grouped,5,4,5,Mg,False
Fixed_Composition_Grouped,5,4,6,Cu,False
Fixed_Composition_Grouped,5,4,7,Ti,False
Fixed_Composition_Grouped,5,4,8,Fe,False
Fixed_Composition_Grouped,5,4,9,Zr,False
Fixed_Composition_Grouped,5,4,10,Si,False
Fixed_Composition_Grouped,5,4,11,Sc,False
Fixed_Composition_Grouped,5,4,12,Cr,False
Fixed_Composition_Grouped,5,5,1,Tsol,True
Fixed_Composition_Grouped,5,5,2,Tage,True
Fixed_Composition_Grouped,5,5,3,tage,True
Fixed_Composition_Grouped,5,5,4,Zn,False
Fixed_Composition_Grouped,5,5,5,Mg,False
Fixed_Composition_Grouped,5,5,6,Cu,False
Fixed_Composition_Grouped,5,5,7,Si,False
Fixed_Composition_Grouped,5,5,8,Zr,False
Fixed_Composition_Grouped,5,5,9,Fe,False
Fixed_Composition_Grouped,5,5,10,Sc,False
Fixed_Composition_Grouped,5,5,11,Li,False
Fixed_Composition_Grouped,5,5,12,Ti,False
