Feature_Count,Repeat,Fold,Outer_ID,Implementation,Chain_Order,Target,R2,RMSE,MAE,NRMSE,NMAE,MAPE_Percent,Selected_Chain_Order,Chain_Order_Status
,2,1,R02_F01,RegressorChain(ExtraTreesRegressor),El>UTS>YS,UTS,0.848261376033245,41.29923215429298,29.478090933642992,0.3998633315732297,0.28540984987586127,6.772057844270384,El>UTS>YS,Selected_by_inner_training_CV
,2,1,R02_F01,RegressorChain(ExtraTreesRegressor),El>UTS>YS,El,0.508882939375042,5.974317752654734,3.280477642746902,0.8704469608887294,0.4779594779878603,23.672295414824948,El>UTS>YS,Selected_by_inner_training_CV
,2,1,R02_F01,RegressorChain(ExtraTreesRegressor),El>UTS>YS,Macro,0.7232053553757282,,,0.5699737559986225,0.3545502327964664,,El>UTS>YS,Selected_by_inner_training_CV
,2,2,R02_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,YS,0.9048939099092776,36.80602149921439,29.23260856481476,0.3085793510515026,0.2450843371013538,8.048717140212196,El>UTS>YS,Selected_by_inner_training_CV
,2,2,R02_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,UTS,0.9089586166639475,30.790079058676437,23.510023148147912,0.2978988725318566,0.22746318304946161,4.978279083970413,El>UTS>YS,Selected_by_inner_training_CV
,2,2,R02_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,El,0.7745563998003664,3.074314042231186,1.9536827546296414,0.4155462084420518,0.2640736925482647,15.949337435815217,El>UTS>YS,Selected_by_inner_training_CV
,2,2,R02_F02,RegressorChain(ExtraTreesRegressor),El>UTS>YS,Macro,0.8628029754578638,,,0.340674810675137,0.2455404042330267,,El>UTS>YS,Selected_by_inner_training_CV
,2,3,R02_F03,RegressorChain(ExtraTreesRegressor),El>YS>UTS,YS,0.9086157568363235,34.539307431956026,22.201975231481423,0.2832921594144246,0.1821010892874104,7.630125090311925,El>YS>UTS,Selected_by_inner_training_CV
,2,3,R02_F03,RegressorChain(ExtraTreesRegressor),El>YS>UTS,UTS,0.8331610719014382,38.31695881554216,24.81259837962958,0.3611789335346373,0.23388567616025918,6.1035158495644035,El>YS>UTS,Selected_by_inner_training_CV
,2,3,R02_F03,RegressorChain(ExtraTreesRegressor),El>YS>UTS,El,0.8669536989697785,2.4955811322881174,1.7889478395061735,0.34139030754165406,0.2447243430411065,15.606831050792472,El>YS>UTS,Selected_by_inner_training_CV
,2,3,R02_F03,RegressorChain(ExtraTreesRegressor),El>YS>UTS,Macro,0.8695768425691801,,,0.32862046683023866,0.22023703616292534,,El>YS>UTS,Selected_by_inner_training_CV
,2,4,R02_F04,RegressorChain(ExtraTreesRegressor),El>YS>UTS,YS,0.800845160619252,52.22504870037491,37.91220555555515,0.43206051592534356,0.31364962790514817,13.37643242680435,El>YS>UTS,Selected_by_inner_training_CV
,2,4,R02_F04,RegressorChain(ExtraTreesRegressor),El>YS>UTS,UTS,0.8206993631524022,43.27588026069973,30.624610416666172,0.4162019138694413,0.2945294559033517,7.553288203295196,El>YS>UTS,Selected_by_inner_training_CV
,2,4,R02_F04,RegressorChain(ExtraTreesRegressor),El>YS>UTS,El,0.7153369745806886,3.641711456180558,2.28304930555557,0.4971078488633553,0.3116451544252814,16.78630577267997,El>YS>UTS,Selected_by_inner_training_CV
,2,4,R02_F04,RegressorChain(ExtraTreesRegressor),El>YS>UTS,Macro,0.7789604994507808,,,0.44845675955271336,0.30660807941126045,,El>YS>UTS,Selected_by_inner_training_CV
,2,5,R02_F05,RegressorChain(ExtraTreesRegressor),El>UTS>YS,YS,0.854962234202245,46.01148446299167,34.37729282407426,0.38396813978161376,0.2868802285004426,11.245702356605634,El>UTS>YS,Selected_by_inner_training_CV
,2,5,R02_F05,RegressorChain(ExtraTreesRegressor),El>UTS>YS,UTS,0.8933660079033675,34.920441026335006,26.574905092592797,0.34138778474213377,0.25980049829413254,6.774026599335503,El>UTS>YS,Selected_by_inner_training_CV
,2,5,R02_F05,RegressorChain(ExtraTreesRegressor),El>UTS>YS,El,0.6334544747574573,4.334765831537246,2.8049239583333283,0.5984429183191543,0.38723819106349067,24.61421906931084,El>UTS>YS,Selected_by_inner_training_CV
,2,5,R02_F05,RegressorChain(ExtraTreesRegressor),El>UTS>YS,Macro,0.7939275722876898,,,0.4412662809476339,0.3113063059526886,,El>UTS>YS,Selected_by_inner_training_CV
,3,1,R03_F01,RegressorChain(ExtraTreesRegressor),UTS>YS>El,YS,0.9054118970649871,39.27873122511798,25.207140972222593,0.33268196799573574,0.21349878177384451,10.26562555303507,UTS>YS>El,Selected_by_inner_training_CV
,3,1,R03_F01,RegressorChain(ExtraTreesRegressor),UTS>YS>El,UTS,0.9045566834235027,35.350231631601,23.1303638695984,0.3519115344412327,0.23026275828580112,6.1942607242772505,UTS>YS>El,Selected_by_inner_training_CV
,3,1,R03_F01,RegressorChain(ExtraTreesRegressor),UTS>YS>El,El,0.741993989413019,3.7302971096641406,2.2911983796296225,0.5186008878040675,0.3185316018750434,16.515651761527096,UTS>YS>El,Selected_by_inner_training_CV
,3,1,R03_F01,RegressorChain(ExtraTreesRegressor),UTS>YS>El,Macro,0.8506541899671696,,,0.401064796747012,0.25409771397822967,,UTS>YS>El,Selected_by_inner_training_CV
