Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Tsol,Tage,tage,YS,UTS,El,Original_Index,Data_Split
0.0,0.0,1.22,0.0,0.61,0.0,0.0,0.0,0.0,0.08,2.49,0.0,0.0,0.0,525.0,25.0,0.0,140.0,264.0,25.4,154,Proper_Training
0.0,0.0,0.22,0.0,2.49,0.0,7.11,0.0,0.0,0.4,0.0,0.0,0.0,0.22,470.0,120.0,32.0,629.0,667.0,9.9,155,Calibration
0.0,0.0,0.22,0.0,2.49,0.0,7.11,0.0,0.0,0.4,0.0,0.0,0.0,0.22,470.0,120.0,24.0,627.0,667.0,8.3,156,Proper_Training
0.0,0.0,0.21,0.0,2.6,0.0,6.84,0.0,0.0,0.18,0.0,0.0,0.0,0.37,470.0,120.0,32.0,608.0,650.0,8.4,157,Proper_Training
0.0,0.0,0.17,0.0,2.58,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.48,470.0,120.0,32.0,604.0,638.0,8.3,158,Calibration
0.0,0.0,0.19,0.0,2.55,0.0,6.98,0.0,0.0,0.29,0.0,0.0,0.0,0.27,470.0,120.0,24.0,599.0,643.0,9.0,159,Proper_Training
0.0,0.0,0.19,0.0,2.55,0.0,6.98,0.0,0.0,0.29,0.0,0.0,0.0,0.27,470.0,120.0,32.0,597.0,632.0,8.6,160,Proper_Training
0.0,0.0,0.17,0.0,2.58,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.48,470.0,120.0,24.0,594.0,641.0,7.9,161,Proper_Training
0.0,0.0,0.21,0.0,2.6,0.0,6.84,0.0,0.0,0.18,0.0,0.0,0.0,0.37,470.0,120.0,24.0,573.0,616.0,11.0,162,Proper_Training
0.08,0.16,0.34,0.33,1.91,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,120.0,24.0,439.0,498.0,16.5,163,Proper_Training
0.0,0.0,0.22,0.0,2.49,0.0,7.11,0.0,0.0,0.4,0.0,0.0,0.0,0.22,470.0,25.0,0.0,319.0,489.0,19.2,164,Proper_Training
0.0,0.0,0.19,0.0,2.55,0.0,6.98,0.0,0.0,0.29,0.0,0.0,0.0,0.27,470.0,25.0,0.0,311.0,468.0,17.2,165,Final_Test
0.0,0.0,0.21,0.0,2.6,0.0,6.84,0.0,0.0,0.18,0.0,0.0,0.0,0.37,470.0,25.0,0.0,307.0,478.0,15.9,166,Calibration
0.0,0.0,0.17,0.0,2.58,0.0,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.48,470.0,25.0,0.0,294.0,445.0,19.3,167,Proper_Training
0.0,0.0,3.7,0.3,0.37,0.0,0.5,0.0,0.0,0.14,1.5,0.0,0.0,0.0,520.0,165.0,60.0,453.0,493.0,12.5,168,Proper_Training
0.0,0.0,3.7,0.3,0.37,0.0,0.5,0.0,0.0,0.14,1.5,0.0,0.0,0.0,520.0,180.0,20.0,448.0,511.0,5.5,169,Proper_Training
0.0,0.0,3.7,0.3,0.37,0.0,0.5,0.0,0.0,0.14,1.5,0.0,0.0,0.0,520.0,180.0,15.0,442.0,506.0,5.8,170,Calibration
0.0,0.0,3.7,0.3,0.37,0.0,0.5,0.0,0.0,0.14,1.5,0.0,0.0,0.0,520.0,180.0,10.0,424.0,489.0,6.8,171,Calibration
0.0,0.0,3.7,0.3,0.37,0.0,0.5,0.0,0.0,0.14,1.5,0.0,0.0,0.0,520.0,180.0,5.0,373.0,470.0,9.5,172,Proper_Training
1.18,0.191,1.13,0.0,1.58,0.169,0.0,0.151,0.032,0.0,0.0,0.0,0.0,0.0,550.0,170.0,24.0,361.0,419.0,18.8,173,Proper_Training
1.21,0.179,1.09,0.0,1.57,0.178,0.0,0.158,0.028,0.0,0.0,0.0,0.0,0.0,550.0,170.0,24.0,342.0,390.0,15.2,174,Proper_Training
1.17,0.184,1.11,0.0,1.62,0.151,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,550.0,170.0,24.0,319.0,395.0,23.4,175,Proper_Training
0.0,0.0,4.17,0.0,0.41,0.0,0.0,0.0,0.0,0.12,1.1,0.0,0.0,0.0,500.0,25.0,0.0,355.0,486.0,10.7,176,Proper_Training
0.0,0.0,4.17,0.0,0.41,0.0,0.0,0.0,0.0,0.12,1.1,0.0,0.0,0.0,500.0,175.0,32.0,510.0,576.0,8.4,177,Proper_Training
0.0,0.0,4.12,0.0,0.37,0.0,0.41,0.0,0.0,0.11,1.05,0.0,0.0,0.0,500.0,25.0,0.0,383.0,489.0,10.1,178,Proper_Training
0.0,0.0,4.12,0.0,0.37,0.0,0.41,0.0,0.0,0.11,1.05,0.0,0.0,0.0,500.0,175.0,32.0,529.0,591.0,7.9,179,Calibration
0.0,0.0,4.09,0.0,0.7,0.0,0.39,0.0,0.0,0.14,0.98,0.0,0.0,0.0,500.0,25.0,0.0,408.0,507.0,11.2,180,Final_Test
0.0,0.0,4.09,0.0,0.7,0.0,0.39,0.0,0.0,0.14,0.98,0.0,0.0,0.0,500.0,175.0,32.0,537.0,602.0,8.1,181,Proper_Training
0.0,0.0,4.25,0.0,1.18,0.0,0.43,0.0,0.0,0.11,1.18,0.0,0.0,0.0,500.0,25.0,0.0,439.0,550.0,10.0,182,Proper_Training
0.0,0.0,4.25,0.0,1.18,0.0,0.43,0.0,0.0,0.11,1.18,0.0,0.0,0.0,500.0,175.0,32.0,597.0,660.0,7.6,183,Proper_Training
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,120.0,12.0,462.0,498.0,15.8,184,Proper_Training
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,120.0,24.0,479.0,514.0,14.2,185,Calibration
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,120.0,48.0,465.0,506.0,14.8,186,Proper_Training
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.12,470.0,120.0,12.0,495.0,531.0,13.6,187,Proper_Training
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.12,470.0,120.0,24.0,518.0,554.0,12.7,188,Proper_Training
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.12,470.0,120.0,48.0,509.0,545.0,13.2,189,Calibration
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.24,470.0,120.0,12.0,541.0,568.0,11.4,190,Calibration
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.24,470.0,120.0,24.0,561.0,584.0,10.8,191,Calibration
0.0,0.0,0.0,0.35,1.98,0.0,5.42,0.0,0.0,0.12,0.0,0.0,0.0,0.24,470.0,120.0,48.0,549.0,577.0,10.9,192,Final_Test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,538.0,200.0,0.25,137.0,215.0,21.0,193,Proper_Training
0.05,0.05,1.02,0.33,1.43,0.0,3.56,0.0,0.0,0.12,2.12,0.0,0.0,0.0,525.0,160.0,46.0,368.0,502.0,9.6,194,Proper_Training
0.05,0.05,0.98,0.32,1.45,0.0,2.88,0.0,0.0,0.11,1.81,0.0,0.0,0.0,525.0,160.0,40.0,355.0,458.0,9.1,195,Calibration
0.05,0.05,1.02,0.31,1.62,0.0,3.94,0.0,0.0,0.12,0.0,0.0,0.0,0.0,525.0,100.0,76.0,327.0,398.0,22.3,196,Final_Test
0.05,0.05,2.4,0.0,2.6,0.0,8.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,455.0,121.0,24.0,660.0,679.0,12.2,197,Proper_Training
0.05,0.05,2.4,0.0,2.6,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,121.0,24.0,649.0,672.0,12.4,198,Calibration
0.0,0.0,4.25,0.39,0.37,0.0,0.61,0.0,0.0,0.12,1.01,0.0,0.0,0.28,520.0,180.0,24.0,474.0,533.0,4.7,199,Proper_Training
7.0,0.12,0.01,0.0,0.47,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,550.0,175.0,6.0,311.7,375.7,12.4,200,Proper_Training
7.0,0.13,1.04,0.0,0.45,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,525.0,175.0,6.0,291.4,386.0,11.1,201,Proper_Training
7.0,0.13,2.99,0.0,0.45,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,515.0,175.0,6.0,342.8,442.3,7.6,202,Proper_Training
0.0,0.0,1.2,0.0,1.5,0.0,0.0,0.0,0.0,0.12,2.5,0.0,0.0,0.0,500.0,160.0,36.0,197.3,332.3,8.0,203,Calibration
0.0,0.0,1.2,0.0,2.0,0.0,0.0,0.0,0.0,0.12,2.5,0.0,0.0,0.0,500.0,160.0,36.0,199.4,338.4,11.0,204,Final_Test
0.0,0.0,1.2,0.0,2.5,0.0,0.0,0.0,0.0,0.12,2.5,0.0,0.0,0.0,500.0,160.0,36.0,203.5,351.7,16.0,205,Proper_Training
0.14,0.0,3.6,0.52,2.3,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,497.0,187.0,16.0,255.0,345.0,11.0,206,Calibration
0.18,0.0,4.2,0.61,2.2,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,497.0,187.0,16.0,262.0,360.0,7.0,207,Proper_Training
0.05,0.07,1.22,0.0,2.56,0.0,6.87,0.0,0.04,0.08,0.0,0.0,0.002,0.0,488.0,121.0,24.0,565.0,626.0,10.8,208,Calibration
0.05,0.07,1.22,0.0,2.39,0.0,6.58,0.0,0.03,0.11,0.0,0.0,0.002,0.0,488.0,121.0,24.0,548.0,587.9,12.7,209,Final_Test
0.03,0.06,1.18,0.0,2.46,0.0,6.72,0.0,0.05,0.18,0.0,0.0,0.002,0.0,488.0,121.0,24.0,569.5,628.8,11.7,210,Proper_Training
0.04,0.07,1.2,0.0,2.42,0.04,6.66,0.0,0.03,0.0,0.0,0.0,0.004,0.0,488.0,121.0,24.0,511.6,575.0,13.7,211,Proper_Training
0.05,0.06,1.39,0.0,2.6,0.11,6.97,0.0,0.03,0.0,0.0,0.0,0.002,0.0,488.0,121.0,24.0,559.2,624.7,12.5,212,Calibration
0.04,0.07,1.23,0.1,2.41,0.0,6.54,0.0,0.02,0.0,0.0,0.0,0.001,0.0,488.0,121.0,24.0,504.7,568.1,13.0,213,Calibration
0.04,0.08,1.21,0.26,2.6,0.0,6.87,0.0,0.03,0.0,0.0,0.0,0.001,0.0,488.0,121.0,24.0,519.2,580.5,12.7,214,Proper_Training
0.04,0.08,1.22,0.39,2.61,0.0,6.76,0.0,0.02,0.0,0.0,0.0,0.001,0.0,488.0,121.0,24.0,519.9,589.5,11.8,215,Proper_Training
0.04,0.08,1.21,0.35,2.35,0.05,6.62,0.0,0.03,0.06,0.0,0.0,0.002,0.0,488.0,121.0,24.0,565.4,620.5,11.0,216,Proper_Training
0.04,0.08,1.15,0.31,2.41,0.05,6.85,0.0,0.03,0.13,0.0,0.0,0.001,0.0,488.0,121.0,24.0,577.8,642.6,9.5,217,Calibration
0.04,0.07,1.19,0.0,2.42,0.04,6.9,0.0,0.04,0.08,0.0,0.0,0.002,0.0,488.0,121.0,24.0,562.6,625.4,11.3,218,Final_Test
0.03,0.08,1.17,0.0,2.38,0.05,6.51,0.0,0.06,0.13,0.0,0.0,0.002,0.0,488.0,121.0,24.0,566.1,628.8,11.7,219,Proper_Training
0.05,0.08,1.23,0.3,2.63,0.0,6.78,0.0,0.04,0.11,0.0,0.0,0.002,0.0,488.0,121.0,24.0,579.2,643.3,9.8,220,Calibration
0.03,0.08,1.18,0.51,2.41,0.1,6.57,0.0,0.05,0.16,0.0,0.0,0.001,0.0,488.0,121.0,24.0,578.5,644.0,7.7,221,Proper_Training
0.05,0.06,1.2,0.0,2.38,0.0,6.64,0.0,0.03,0.0,0.0,0.0,0.0,0.0,488.0,121.0,24.0,506.1,561.9,8.0,222,Calibration
0.04,0.06,1.39,0.0,2.61,0.12,7.11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,488.0,121.0,24.0,580.5,641.9,12.0,223,Calibration
0.04,0.05,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.24,0.0,0.0,0.0,530.0,25.0,0.0,152.0,354.0,22.0,224,Proper_Training
0.04,0.05,4.22,0.0,0.54,0.0,0.0,0.0,0.0,0.16,1.31,0.0,0.0,0.0,530.0,25.0,0.0,160.0,402.0,19.0,225,Proper_Training
0.04,0.05,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.24,0.0,0.0,0.0,530.0,160.0,150.0,407.0,515.0,9.0,226,Proper_Training
0.04,0.05,4.22,0.0,0.54,0.0,0.0,0.0,0.0,0.16,1.31,0.0,0.0,0.0,530.0,160.0,88.0,524.0,583.0,6.0,227,Final_Test
0.01,0.01,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.18,0.0,0.0,0.0,530.0,160.0,144.0,402.0,530.0,8.5,228,Proper_Training
0.62,0.33,0.28,0.06,0.9,0.17,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,530.0,160.0,18.0,311.0,340.0,18.0,229,Proper_Training
0.0,0.0,1.6,0.0,2.5,0.25,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,110.0,15.0,435.0,505.0,13.0,230,Proper_Training
0.0,0.0,4.5,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,25.0,48.0,322.5,472.5,19.75,231,Proper_Training
0.0,0.0,4.5,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,160.0,16.0,395.0,475.0,10.0,232,Proper_Training
0.15,0.2,1.6,0.1,2.5,0.23,5.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,515.0,147.5,24.0,455.0,524.0,11.0,233,Proper_Training
0.175,1.1,2.3,0.0,1.55,0.0,0.1,0.0,0.07,0.0,0.0,1.05,0.0,0.0,530.0,200.0,20.0,372.0,441.0,10.0,234,Final_Test
0.3,0.4,0.1,0.25,2.8,0.2,4.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,480.0,120.0,22.0,380.0,450.0,13.0,235,Proper_Training
0.3,0.4,4.4,0.6,1.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,190.0,12.0,393.0,476.0,10.0,236,Proper_Training
0.4,0.42,1.4,0.13,2.4,0.26,5.6,0.0,0.01,0.0,0.0,0.0,0.0,0.0,465.0,120.0,24.0,467.0,526.0,10.0,237,Proper_Training
0.5,0.35,4.0,0.7,0.6,0.1,0.25,0.0,0.125,0.125,0.0,0.0,0.0,0.0,500.0,25.0,0.0,275.0,427.0,22.0,238,Proper_Training
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,495.0,190.0,12.0,345.0,425.0,5.0,239,Proper_Training
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,495.0,190.0,16.0,315.0,415.0,5.0,240,Proper_Training
0.56,0.22,0.24,0.02,1.01,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,25.0,0.0,150.5,269.8,47.9,241,Proper_Training
0.56,0.22,0.24,0.02,1.01,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,100.0,48.0,198.1,287.7,41.6,242,Proper_Training
0.6,0.7,0.275,0.15,1.0,0.195,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,530.0,25.0,0.0,145.0,241.0,25.0,243,Proper_Training
0.6,0.7,0.275,0.15,1.0,0.195,0.25,0.0,0.15,0.0,0.0,0.0,0.0,0.0,530.0,160.0,18.0,276.0,310.0,17.0,244,Final_Test
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,25.0,48.0,306.0,443.0,16.0,245,Final_Test
0.8,0.0,4.4,0.75,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,172.5,12.5,428.0,476.0,9.7,246,Proper_Training
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,200.0,0.25,125.0,260.0,22.0,247,Proper_Training
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,200.0,1.5,245.0,290.0,15.0,248,Final_Test
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,200.0,18.0,265.0,316.0,13.4,249,Proper_Training
0.84,0.37,0.32,0.18,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,152.0,12.0,257.0,315.0,17.0,250,Calibration
0.85,0.0,4.44,0.77,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,160.0,8.5,320.0,380.0,15.0,251,Proper_Training
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,500.0,160.0,18.0,399.0,457.0,9.0,252,Proper_Training
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0.0,0.15,0.05,0.0,0.0,0.0,0.0,500.0,177.0,18.0,398.0,457.0,9.0,253,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,60.0,552.7,606.2,19.0,254,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,48.0,540.1,598.3,20.8,255,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,40.0,550.6,614.6,21.9,256,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,32.0,523.9,584.2,22.3,257,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,24.0,525.0,584.7,20.9,258,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,16.0,529.1,586.8,23.8,259,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,12.0,515.0,579.5,22.6,260,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,9.0,516.0,589.4,22.7,261,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,7.0,507.7,585.2,24.5,262,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,5.0,505.0,588.9,24.1,263,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,3.0,484.1,574.7,25.2,264,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,1.0,465.2,567.4,26.0,265,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,0.5,436.4,542.2,27.0,266,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,0.25,425.4,548.0,28.3,267,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,120.0,0.17,400.2,542.8,30.0,268,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,72.0,389.8,474.2,15.5,269,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,60.0,410.9,489.6,16.2,270,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,48.0,427.9,504.5,17.1,271,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,40.0,452.6,514.8,17.5,272,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,32.0,481.4,535.9,17.1,273,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,24.0,513.8,551.9,17.1,274,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,16.0,542.6,572.9,17.3,275,Final_Test
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,12.0,568.8,593.5,17.5,276,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,9.0,590.4,604.8,15.5,277,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,7.0,595.1,607.4,16.7,278,Final_Test
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,5.0,590.4,619.2,14.1,279,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,3.0,576.5,610.0,18.8,280,Final_Test
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,1.0,532.3,593.5,20.6,281,Calibration
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,0.5,493.7,572.4,21.1,282,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,0.25,452.6,559.1,24.9,283,Proper_Training
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,160.0,0.17,400.6,542.1,29.1,284,Final_Test
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0.0,0.0,0.12,0.0,0.0,0.0,0.0,477.0,25.0,0.0,275.5,451.6,34.0,285,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,25.0,0.0,355.2,508.2,20.5,286,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,2.0,437.6,559.4,16.3,287,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,4.0,477.0,571.5,15.9,288,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,8.0,492.9,582.8,13.8,289,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,14.0,508.3,588.8,14.7,290,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,20.0,519.4,594.4,15.3,291,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,28.0,533.2,599.8,15.4,292,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,36.0,538.3,602.0,15.4,293,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,44.0,542.2,601.8,15.5,294,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,52.0,545.3,601.7,14.8,295,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,64.0,554.3,604.4,15.1,296,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,100.0,88.0,559.7,604.7,15.6,297,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,2.0,517.0,573.3,17.5,298,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,4.0,537.1,578.1,14.5,299,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,8.0,548.6,581.3,14.3,300,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,12.0,555.5,581.5,16.0,301,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,14.0,559.7,584.0,16.1,302,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,16.0,556.7,581.2,17.0,303,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,20.0,551.9,576.7,16.0,304,Final_Test
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,24.0,550.4,575.0,15.5,305,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,28.0,548.6,569.8,16.0,306,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,36.0,543.4,566.4,15.7,307,Proper_Training
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,48.0,526.9,551.6,17.5,308,Calibration
0.01,0.02,1.39,0.0,1.58,0.0,7.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,475.0,140.0,64.0,513.4,543.3,17.5,309,Proper_Training
